Unnamed: 0,trial_order_number,num_of_classes,noise_type(t),noise_ratio(alpha),noise_proportion_corrected(beta),machine_learning_model(f),dataset_size_proprotion(s),dataset_size,classes_info,accuracy_before_correction(acc_0),accuracy_after_correction(acc_beta),"R(beta, 0)","D(beta, 0)",num_of_corrected_noise,"B/C_ratio_D(beta,0)","B/C_ratio_R(beta,0)","B/C_ratio_D(beta,0)_correctedAmount","B/C_ratio_R(beta,0)_correctedAmount"
50949,4,10,NCAR,0.6,100.0%,rf,100%,60000.0,10cls,0.8388,0.8762,0.2320099255583125,0.0373999999999999,36000.0,0.0373999999999999,0.2320099255583125,1.0388888888888862e-06,6.44472015439757e-06
50950,5,10,NCAR,0.6,10.0%,rf,100%,60000.0,10cls,0.8406,0.85,0.058971141781681,0.0093999999999999,3600.0,0.0939999999999989,0.58971141781681,2.6111111111110838e-06,1.6380872717133612e-05
50951,5,10,NCAR,0.6,20.0%,rf,100%,60000.0,10cls,0.8406,0.859,0.1154328732747802,0.0183999999999999,7200.0,0.0919999999999994,0.577164366373901,2.5555555555555413e-06,1.603234351038614e-05
50952,5,10,NCAR,0.6,30.0%,rf,100%,60000.0,10cls,0.8406,0.8592,0.1166875784190712,0.0185999999999999,10800.0,0.0619999999999996,0.3889585947302373,1.722222222222213e-06,1.0804405409173258e-05
50953,5,10,NCAR,0.6,40.0%,rf,100%,60000.0,10cls,0.8406,0.8635,0.1436637390213302,0.0229,14400.0,0.0572499999999999,0.3591593475533254,1.5902777777777778e-06,9.97664854314793e-06
50954,5,10,NCAR,0.6,50.0%,rf,100%,60000.0,10cls,0.8406,0.8662,0.1606022584692594,0.0255999999999999,18000.0,0.0511999999999998,0.3212045169385188,1.4222222222222166e-06,8.922347692736634e-06
50955,5,10,NCAR,0.6,60.0%,rf,100%,60000.0,10cls,0.8406,0.8666,0.163111668757842,0.026,21600.0,0.0433333333333333,0.27185278126307,1.2037037037037035e-06,7.551466146196389e-06
50956,5,10,NCAR,0.6,70.0%,rf,100%,60000.0,10cls,0.8406,0.8709,0.1900878293601003,0.0302999999999999,25200.000000000004,0.0432857142857141,0.2715540419430004,1.2023809523809485e-06,7.54316783175001e-06
50957,5,10,NCAR,0.6,80.0%,rf,100%,60000.0,10cls,0.8406,0.8722,0.1982434127979922,0.0315999999999999,28800.0,0.0394999999999998,0.2478042659974902,1.0972222222222189e-06,6.883451833263618e-06
50958,5,10,NCAR,0.6,90.0%,rf,100%,60000.0,10cls,0.8406,0.8749,0.2151819322459222,0.0343,32400.000000000004,0.0381111111111111,0.2390910358288024,1.0586419753086417e-06,6.641417661911178e-06
50959,5,10,NCAR,0.6,100.0%,rf,100%,60000.0,10cls,0.8406,0.8766,0.2258469259723967,0.036,36000.0,0.036,0.2258469259723967,1e-06,6.273525721455464e-06
50960,6,10,NCAR,0.6,10.0%,rf,100%,60000.0,10cls,0.8363,0.8506,0.0873549175320707,0.0142999999999999,3600.0,0.142999999999999,0.873549175320707,3.972222222222195e-06,2.426525487001964e-05
50961,6,10,NCAR,0.6,20.0%,rf,100%,60000.0,10cls,0.8363,0.8576,0.1301160659743432,0.0212999999999999,7200.0,0.1064999999999994,0.6505803298717159,2.958333333333319e-06,1.8071675829769887e-05
50962,6,10,NCAR,0.6,30.0%,rf,100%,60000.0,10cls,0.8363,0.8635,0.1661576053756873,0.0272,10800.0,0.0906666666666666,0.5538586845856244,2.5185185185185186e-06,1.5384963460711786e-05
50963,6,10,NCAR,0.6,40.0%,rf,100%,60000.0,10cls,0.8363,0.8612,0.1521075137446544,0.0248999999999999,14400.0,0.0622499999999997,0.3802687843616359,1.72916666666666e-06,1.056302178782322e-05
50964,6,10,NCAR,0.6,50.0%,rf,100%,60000.0,10cls,0.8363,0.8683,0.1954795357361021,0.0319999999999999,18000.0,0.0639999999999998,0.3909590714722042,1.777777777777772e-06,1.0859974207561227e-05
50965,6,10,NCAR,0.6,60.0%,rf,100%,60000.0,10cls,0.8363,0.8697,0.2040317654245571,0.0333999999999999,21600.0,0.0556666666666665,0.3400529423742618,1.5462962962962915e-06,9.445915065951716e-06
50966,6,10,NCAR,0.6,70.0%,rf,100%,60000.0,10cls,0.8363,0.8722,0.2193036041539398,0.0358999999999999,25200.000000000004,0.0512857142857141,0.3132908630770568,1.4246031746031704e-06,8.702523974362689e-06
50967,6,10,NCAR,0.6,80.0%,rf,100%,60000.0,10cls,0.8363,0.8724,0.2205253512522902,0.0360999999999999,28800.0,0.0451249999999998,0.2756566890653627,1.2534722222222189e-06,7.657130251815631e-06
50968,6,10,NCAR,0.6,90.0%,rf,100%,60000.0,10cls,0.8363,0.8745,0.2333536957849726,0.0382,32400.000000000004,0.0424444444444444,0.2592818842055251,1.1790123456790122e-06,7.202274561264585e-06
50969,6,10,NCAR,0.6,100.0%,rf,100%,60000.0,10cls,0.8363,0.8764,0.2449602932193031,0.0400999999999999,36000.0,0.0400999999999999,0.2449602932193031,1.113888888888886e-06,6.804452589425086e-06
50970,7,10,NCAR,0.6,10.0%,rf,100%,60000.0,10cls,0.841,0.8512,0.0641509433962263,0.0101999999999999,3600.0,0.101999999999999,0.641509433962263,2.833333333333305e-06,1.7819706498951752e-05
50971,7,10,NCAR,0.6,20.0%,rf,100%,60000.0,10cls,0.841,0.8568,0.0993710691823901,0.0158,7200.0,0.079,0.4968553459119504,2.1944444444444445e-06,1.380153738644307e-05
50972,7,10,NCAR,0.6,30.0%,rf,100%,60000.0,10cls,0.841,0.864,0.1446540880503145,0.023,10800.0,0.0766666666666666,0.4821802935010483,2.1296296296296298e-06,1.3393897041695784e-05
50973,7,10,NCAR,0.6,40.0%,rf,100%,60000.0,10cls,0.841,0.8666,0.1610062893081764,0.0256,14400.0,0.064,0.402515723270441,1.777777777777778e-06,1.1180992313067806e-05
50974,7,10,NCAR,0.6,50.0%,rf,100%,60000.0,10cls,0.841,0.8675,0.1666666666666671,0.0265,18000.0,0.053,0.3333333333333342,1.4722222222222225e-06,9.259259259259285e-06
50975,7,10,NCAR,0.6,60.0%,rf,100%,60000.0,10cls,0.841,0.8717,0.1930817610062896,0.0307,21600.0,0.0511666666666666,0.3218029350104827,1.4212962962962963e-06,8.938970416957852e-06
50976,7,10,NCAR,0.6,70.0%,rf,100%,60000.0,10cls,0.841,0.8691,0.1767295597484277,0.0281,25200.000000000004,0.0401428571428571,0.252470799640611,1.115079365079365e-06,7.013077767794748e-06
50977,7,10,NCAR,0.6,80.0%,rf,100%,60000.0,10cls,0.841,0.8741,0.2081761006289308,0.0331,28800.0,0.0413749999999999,0.2602201257861635,1.1493055555555554e-06,7.2283368273934305e-06
50978,7,10,NCAR,0.6,90.0%,rf,100%,60000.0,10cls,0.841,0.8749,0.2132075471698115,0.0339,32400.000000000004,0.0376666666666666,0.2368972746331238,1.046296296296296e-06,6.580479850920107e-06
50979,7,10,NCAR,0.6,100.0%,rf,100%,60000.0,10cls,0.841,0.8779,0.2320754716981134,0.0369,36000.0,0.0369,0.2320754716981134,1.025e-06,6.44654088050315e-06
50980,8,10,NCAR,0.6,10.0%,rf,100%,60000.0,10cls,0.8386,0.8515,0.0799256505576209,0.0129,3600.0,0.129,0.7992565055762089,3.583333333333333e-06,2.2201569599339137e-05
50981,8,10,NCAR,0.6,20.0%,rf,100%,60000.0,10cls,0.8386,0.8553,0.1034696406443614,0.0166999999999999,7200.0,0.0834999999999994,0.517348203221807,2.31944444444443e-06,1.4370783422827971e-05
50982,8,10,NCAR,0.6,30.0%,rf,100%,60000.0,10cls,0.8386,0.8618,0.1437422552664188,0.0232,10800.0,0.0773333333333333,0.4791408508880626,2.148148148148148e-06,1.3309468080223962e-05
50983,8,10,NCAR,0.6,40.0%,rf,100%,60000.0,10cls,0.8386,0.8657,0.1679058240396531,0.0271,14400.0,0.0677499999999999,0.4197645600991327,1.8819444444444443e-06,1.1660126669420352e-05
50984,8,10,NCAR,0.6,50.0%,rf,100%,60000.0,10cls,0.8386,0.8647,0.1617100371747212,0.0261,18000.0,0.0522,0.3234200743494424,1.45e-06,8.983890954151178e-06
50985,8,10,NCAR,0.6,60.0%,rf,100%,60000.0,10cls,0.8386,0.8693,0.1902106567534074,0.0306999999999999,21600.0,0.0511666666666665,0.317017761255679,1.4212962962962917e-06,8.806048923768862e-06
50986,8,10,NCAR,0.6,70.0%,rf,100%,60000.0,10cls,0.8386,0.872,0.2069392812887236,0.0333999999999999,25200.000000000004,0.0477142857142855,0.2956275446981765,1.3253968253968212e-06,8.211876241616016e-06
50987,8,10,NCAR,0.6,80.0%,rf,100%,60000.0,10cls,0.8386,0.8758,0.2304832713754647,0.0372,28800.0,0.0464999999999999,0.2881040892193308,1.2916666666666669e-06,8.002891367203636e-06
50988,8,10,NCAR,0.6,90.0%,rf,100%,60000.0,10cls,0.8386,0.8763,0.2335811648079303,0.0376999999999999,32400.000000000004,0.0418888888888887,0.259534627564367,1.163580246913577e-06,7.209295210121305e-06
50989,8,10,NCAR,0.6,100.0%,rf,100%,60000.0,10cls,0.8386,0.876,0.231722428748451,0.0373999999999999,36000.0,0.0373999999999999,0.231722428748451,1.0388888888888862e-06,6.436734131901417e-06
50990,9,10,NCAR,0.6,10.0%,rf,100%,60000.0,10cls,0.8398,0.8518,0.0749063670411985,0.012,3600.0,0.12,0.749063670411985,3.3333333333333333e-06,2.0807324178110692e-05
50991,9,10,NCAR,0.6,20.0%,rf,100%,60000.0,10cls,0.8398,0.8585,0.1167290886392013,0.0187,7200.0,0.0935,0.5836454431960064,2.5972222222222223e-06,1.621237342211129e-05
50992,9,10,NCAR,0.6,30.0%,rf,100%,60000.0,10cls,0.8398,0.8589,0.1192259675405743,0.0191,10800.0,0.0636666666666666,0.3974198918019143,1.7685185185185183e-06,1.1039441438942064e-05
50993,9,10,NCAR,0.6,40.0%,rf,100%,60000.0,10cls,0.8398,0.8609,0.1317103620474407,0.0211,14400.0,0.05275,0.3292759051186017,1.4652777777777778e-06,9.14655291996116e-06
50994,9,10,NCAR,0.6,50.0%,rf,100%,60000.0,10cls,0.8398,0.8668,0.1685393258426967,0.027,18000.0,0.054,0.3370786516853934,1.5e-06,9.363295880149816e-06
50995,9,10,NCAR,0.6,60.0%,rf,100%,60000.0,10cls,0.8398,0.8693,0.1841448189762794,0.0294999999999999,21600.0,0.0491666666666665,0.3069080316271323,1.365740740740736e-06,8.525223100753677e-06
50996,9,10,NCAR,0.6,70.0%,rf,100%,60000.0,10cls,0.8398,0.8728,0.205992509363296,0.033,25200.000000000004,0.0471428571428571,0.2942750133761371,1.3095238095238094e-06,8.17430592711492e-06
50997,9,10,NCAR,0.6,80.0%,rf,100%,60000.0,10cls,0.8398,0.8752,0.2209737827715354,0.0353999999999999,28800.0,0.0442499999999998,0.2762172284644192,1.229166666666663e-06,7.672700790678312e-06
50998,9,10,NCAR,0.6,90.0%,rf,100%,60000.0,10cls,0.8398,0.8752,0.2209737827715354,0.0353999999999999,32400.000000000004,0.0393333333333332,0.2455264253017059,1.0925925925925893e-06,6.820178480602944e-06
50999,9,10,NCAR,0.6,100.0%,rf,100%,60000.0,10cls,0.8398,0.8779,0.2378277153558053,0.0381,36000.0,0.0381,0.2378277153558053,1.0583333333333333e-06,6.606325426550147e-06
51900,0,10,NCAR,0.65,10.0%,rf,100%,60000.0,10cls,0.8244,0.8474,0.1309794988610479,0.023,3900.0,0.2299999999999999,1.309794988610479,5.897435897435897e-06,3.358448688744818e-05
51901,0,10,NCAR,0.65,20.0%,rf,100%,60000.0,10cls,0.8244,0.8528,0.1617312072892937,0.0283999999999999,7800.0,0.1419999999999995,0.8086560364464684,3.6410256410256288e-06,2.0734770165294063e-05
51902,0,10,NCAR,0.65,30.0%,rf,100%,60000.0,10cls,0.8244,0.8572,0.1867881548974939,0.0327999999999999,11700.0,0.109333333333333,0.6226271829916463,2.803418803418795e-06,1.5964799563888367e-05
51903,0,10,NCAR,0.65,40.0%,rf,100%,60000.0,10cls,0.8244,0.8639,0.2249430523917994,0.0394999999999999,15600.0,0.0987499999999997,0.5623576309794984,2.532051282051276e-06,1.4419426435371756e-05
51904,0,10,NCAR,0.65,50.0%,rf,100%,60000.0,10cls,0.8244,0.8675,0.2454441913439637,0.0431,19500.0,0.0862,0.4908883826879274,2.2102564102564103e-06,1.2586881607382752e-05
51905,0,10,NCAR,0.65,60.0%,rf,100%,60000.0,10cls,0.8244,0.8689,0.2534168564920273,0.0444999999999999,23400.0,0.0741666666666665,0.4223614274867121,1.9017094017093976e-06,1.0829780191966978e-05
51906,0,10,NCAR,0.65,70.0%,rf,100%,60000.0,10cls,0.8244,0.874,0.2824601366742595,0.0495999999999999,27300.000000000004,0.0708571428571427,0.4035144809632278,1.816849816849813e-06,1.0346525152903276e-05
51907,0,10,NCAR,0.65,80.0%,rf,100%,60000.0,10cls,0.8244,0.8733,0.2784738041002275,0.0488999999999999,31200.0,0.0611249999999998,0.3480922551252843,1.5673076923076891e-06,8.925442439109855e-06
51908,0,10,NCAR,0.65,90.0%,rf,100%,60000.0,10cls,0.8244,0.8743,0.2841685649202731,0.0498999999999999,35100.00000000001,0.0554444444444443,0.3157428499114145,1.4216524216524186e-06,8.09597051054909e-06
51909,0,10,NCAR,0.65,100.0%,rf,100%,60000.0,10cls,0.8244,0.878,0.3052391799544418,0.0535999999999999,39000.0,0.0535999999999999,0.3052391799544418,1.3743589743589717e-06,7.826645639857481e-06
51910,1,10,NCAR,0.65,10.0%,rf,100%,60000.0,10cls,0.8293,0.8414,0.0708845928529584,0.0121,3900.0,0.121,0.708845928529584,3.1025641025641025e-06,1.817553662896369e-05
51911,1,10,NCAR,0.65,20.0%,rf,100%,60000.0,10cls,0.8293,0.8525,0.1359109548916227,0.0232,7800.0,0.1159999999999999,0.6795547744581134,2.974358974358974e-06,1.7424481396361885e-05
51912,1,10,NCAR,0.65,30.0%,rf,100%,60000.0,10cls,0.8293,0.8606,0.1833626244874048,0.0312999999999999,11700.0,0.104333333333333,0.6112087482913494,2.6752136752136666e-06,1.5672019186957675e-05
51913,1,10,NCAR,0.65,40.0%,rf,100%,60000.0,10cls,0.8293,0.8637,0.2015231400117164,0.0343999999999999,15600.0,0.0859999999999997,0.503807850029291,2.205128205128199e-06,1.2918150000751052e-05
51914,1,10,NCAR,0.65,50.0%,rf,100%,60000.0,10cls,0.8293,0.8637,0.2015231400117164,0.0343999999999999,19500.0,0.0687999999999998,0.4030462800234328,1.7641025641025591e-06,1.0334520000600842e-05
51915,1,10,NCAR,0.65,60.0%,rf,100%,60000.0,10cls,0.8293,0.868,0.2267135325131808,0.0386999999999999,23400.0,0.0644999999999998,0.377855887521968,1.6538461538461497e-06,9.688612500563282e-06
51916,1,10,NCAR,0.65,70.0%,rf,100%,60000.0,10cls,0.8293,0.8711,0.2448740480374924,0.0417999999999999,27300.000000000004,0.0597142857142855,0.3498200686249891,1.5311355311355273e-06,8.969745349358695e-06
51917,1,10,NCAR,0.65,80.0%,rf,100%,60000.0,10cls,0.8293,0.8712,0.2454598711189217,0.0418999999999999,31200.0,0.0523749999999998,0.3068248388986521,1.342948717948715e-06,7.8673035615039e-06
51918,1,10,NCAR,0.65,90.0%,rf,100%,60000.0,10cls,0.8293,0.8766,0.2770943175161102,0.0473,35100.00000000001,0.0525555555555555,0.3078825750179002,1.3475783475783473e-06,7.894425000458979e-06
51919,1,10,NCAR,0.65,100.0%,rf,100%,60000.0,10cls,0.8293,0.8773,0.2811950790861156,0.0479999999999999,39000.0,0.0479999999999999,0.2811950790861156,1.2307692307692282e-06,7.210130232977322e-06
51920,2,10,NCAR,0.65,10.0%,rf,100%,60000.0,10cls,0.8241,0.8457,0.1227970437748718,0.0215999999999999,3900.0,0.215999999999999,1.227970437748718,5.538461538461513e-06,3.148642148073636e-05
51921,2,10,NCAR,0.65,20.0%,rf,100%,60000.0,10cls,0.8241,0.8571,0.1876065946560541,0.0329999999999999,7800.0,0.1649999999999994,0.9380329732802704,4.2307692307692175e-06,2.4052127520006933e-05
51922,2,10,NCAR,0.65,30.0%,rf,100%,60000.0,10cls,0.8241,0.8592,0.1995451961341666,0.0350999999999999,11700.0,0.1169999999999996,0.6651506537805554,2.999999999999992e-06,1.7055144968732187e-05
51923,2,10,NCAR,0.65,40.0%,rf,100%,60000.0,10cls,0.8241,0.8627,0.2194428652643546,0.0385999999999999,15600.0,0.0964999999999997,0.5486071631608865,2.474358974358968e-06,1.4066850337458628e-05
51924,2,10,NCAR,0.65,50.0%,rf,100%,60000.0,10cls,0.8241,0.8683,0.2512791358726544,0.0441999999999999,19500.0,0.0883999999999998,0.5025582717453088,2.2666666666666613e-06,1.2886109531930994e-05
51925,2,10,NCAR,0.65,60.0%,rf,100%,60000.0,10cls,0.8241,0.8684,0.2518476407049455,0.0442999999999998,23400.0,0.073833333333333,0.4197460678415758,1.8931623931623845e-06,1.0762719688245532e-05
51926,2,10,NCAR,0.65,70.0%,rf,100%,60000.0,10cls,0.8241,0.8715,0.2694712905059693,0.0474,27300.000000000004,0.0677142857142857,0.3849589864370989,1.736263736263736e-06,9.870743241976896e-06
51927,2,10,NCAR,0.65,80.0%,rf,100%,60000.0,10cls,0.8241,0.8728,0.2768618533257531,0.0486999999999999,31200.0,0.0608749999999998,0.3460773166571913,1.5608974358974328e-06,8.873777350184393e-06
51928,2,10,NCAR,0.65,90.0%,rf,100%,60000.0,10cls,0.8241,0.8751,0.2899374644684477,0.0509999999999999,35100.00000000001,0.0566666666666665,0.3221527382982752,1.4529914529914498e-06,8.260326623032696e-06
51929,2,10,NCAR,0.65,100.0%,rf,100%,60000.0,10cls,0.8241,0.8789,0.3115406480955087,0.0547999999999999,39000.0,0.0547999999999999,0.3115406480955087,1.4051282051282025e-06,7.988221746038685e-06
51930,3,10,NCAR,0.65,10.0%,rf,100%,60000.0,10cls,0.8209,0.841,0.1122278056951423,0.0201,3900.0,0.2009999999999999,1.122278056951423,5.1538461538461534e-06,2.8776360434651872e-05
51931,3,10,NCAR,0.65,20.0%,rf,100%,60000.0,10cls,0.8209,0.8538,0.1836962590731437,0.0329,7800.0,0.1644999999999999,0.9184812953657184,4.217948717948718e-06,2.3550802445274836e-05
51932,3,10,NCAR,0.65,30.0%,rf,100%,60000.0,10cls,0.8209,0.8575,0.2043551088777223,0.0366,11700.0,0.122,0.6811836962590744,3.1282051282051284e-06,1.7466248622027546e-05
51933,3,10,NCAR,0.65,40.0%,rf,100%,60000.0,10cls,0.8209,0.8644,0.2428810720268005,0.0434999999999999,15600.0,0.1087499999999997,0.6072026800670013,2.788461538461532e-06,1.5569299488897467e-05
51934,3,10,NCAR,0.65,50.0%,rf,100%,60000.0,10cls,0.8209,0.8657,0.2501395868230042,0.0448,19500.0,0.0896,0.5002791736460084,2.297435897435897e-06,1.282767111912842e-05
51935,3,10,NCAR,0.65,60.0%,rf,100%,60000.0,10cls,0.8209,0.8684,0.2652149637074258,0.0474999999999999,23400.0,0.0791666666666665,0.4420249395123763,2.0299145299145257e-06,1.133397280800965e-05
51936,3,10,NCAR,0.65,70.0%,rf,100%,60000.0,10cls,0.8209,0.8722,0.2864321608040201,0.0513,27300.000000000004,0.0732857142857142,0.4091888011486001,1.8791208791208788e-06,1.0492020542271796e-05
51937,3,10,NCAR,0.65,80.0%,rf,100%,60000.0,10cls,0.8209,0.8721,0.2858738135120045,0.0512,31200.0,0.064,0.3573422668900056,1.6410256410256412e-06,9.162622227948865e-06
51938,3,10,NCAR,0.65,90.0%,rf,100%,60000.0,10cls,0.8209,0.8748,0.3009491903964268,0.0539,35100.00000000001,0.0598888888888888,0.3343879893293631,1.5356125356125357e-06,8.574051008445207e-06
51939,3,10,NCAR,0.65,100.0%,rf,100%,60000.0,10cls,0.8209,0.8775,0.3160245672808485,0.0565999999999999,39000.0,0.0565999999999999,0.3160245672808485,1.4512820512820488e-06,8.103194032842269e-06
51940,4,10,NCAR,0.65,10.0%,rf,100%,60000.0,10cls,0.8265,0.8436,0.0985590778097983,0.0171,3900.0,0.1709999999999999,0.985590778097983,4.384615384615385e-06,2.52715584127688e-05
51941,4,10,NCAR,0.65,20.0%,rf,100%,60000.0,10cls,0.8265,0.8517,0.1452449567723343,0.0252,7800.0,0.126,0.7262247838616714,3.230769230769231e-06,1.8621148304145423e-05
51942,4,10,NCAR,0.65,30.0%,rf,100%,60000.0,10cls,0.8265,0.8609,0.1982708933717578,0.0343999999999999,11700.0,0.1146666666666663,0.6609029779058594,2.940170940170932e-06,1.694623020271434e-05
51943,4,10,NCAR,0.65,40.0%,rf,100%,60000.0,10cls,0.8265,0.8624,0.2069164265129685,0.0359,15600.0,0.08975,0.5172910662824212,2.3012820512820515e-06,1.3263873494421056e-05
51944,4,10,NCAR,0.65,50.0%,rf,100%,60000.0,10cls,0.8265,0.8659,0.2270893371757924,0.0393999999999999,19500.0,0.0787999999999998,0.4541786743515848,2.0205128205128152e-06,1.164560703465602e-05
51945,4,10,NCAR,0.65,60.0%,rf,100%,60000.0,10cls,0.8265,0.87,0.2507204610951007,0.0434999999999999,23400.0,0.0724999999999998,0.4178674351585012,1.8589743589743548e-06,1.0714549619448748e-05
51946,4,10,NCAR,0.65,70.0%,rf,100%,60000.0,10cls,0.8265,0.8675,0.2363112391930838,0.041,27300.000000000004,0.0585714285714285,0.3375874845615482,1.5018315018315015e-06,8.656089347732007e-06
51947,4,10,NCAR,0.65,80.0%,rf,100%,60000.0,10cls,0.8265,0.8736,0.271469740634006,0.0471,31200.0,0.058875,0.3393371757925074,1.5096153846153847e-06,8.70095322544891e-06
51948,4,10,NCAR,0.65,90.0%,rf,100%,60000.0,10cls,0.8265,0.8758,0.2841498559077811,0.0493,35100.00000000001,0.0547777777777777,0.3157220621197567,1.404558404558404e-06,8.095437490250171e-06
51949,4,10,NCAR,0.65,100.0%,rf,100%,60000.0,10cls,0.8265,0.8794,0.3048991354466856,0.0528999999999999,39000.0,0.0528999999999999,0.3048991354466856,1.3564102564102538e-06,7.817926549915016e-06
51950,5,10,NCAR,0.65,10.0%,rf,100%,60000.0,10cls,0.8255,0.8391,0.077936962750716,0.0135999999999999,3900.0,0.1359999999999989,0.77936962750716,3.4871794871794618e-06,1.998383660274769e-05
51951,5,10,NCAR,0.65,20.0%,rf,100%,60000.0,10cls,0.8255,0.8536,0.1610315186246419,0.0281,7800.0,0.1404999999999999,0.8051575931232094,3.6025641025641024e-06,2.0645066490338707e-05
51952,5,10,NCAR,0.65,30.0%,rf,100%,60000.0,10cls,0.8255,0.8607,0.2017191977077364,0.0352,11700.0,0.1173333333333333,0.6723973256924547,3.0085470085470087e-06,1.7240957069037297e-05
51953,5,10,NCAR,0.65,40.0%,rf,100%,60000.0,10cls,0.8255,0.864,0.2206303724928365,0.0384999999999999,15600.0,0.0962499999999997,0.5515759312320913,2.467948717948712e-06,1.4142972595694648e-05
51954,5,10,NCAR,0.65,50.0%,rf,100%,60000.0,10cls,0.8255,0.8678,0.2424068767908309,0.0423,19500.0,0.0846,0.4848137535816618,2.169230769230769e-06,1.2431121886709276e-05
51955,5,10,NCAR,0.65,60.0%,rf,100%,60000.0,10cls,0.8255,0.869,0.2492836676217764,0.0434999999999999,23400.0,0.0724999999999998,0.4154727793696273,1.8589743589743548e-06,1.0653148188964805e-05
51956,5,10,NCAR,0.65,70.0%,rf,100%,60000.0,10cls,0.8255,0.8738,0.2767908309455588,0.0483,27300.000000000004,0.0689999999999999,0.3954154727793696,1.769230769230769e-06,1.0138858276394092e-05
51957,5,10,NCAR,0.65,80.0%,rf,100%,60000.0,10cls,0.8255,0.876,0.2893982808022922,0.0504999999999999,31200.0,0.0631249999999998,0.3617478510028652,1.6185897435897403e-06,9.275585923150391e-06
51958,5,10,NCAR,0.65,90.0%,rf,100%,60000.0,10cls,0.8255,0.8767,0.293409742120344,0.0512,35100.00000000001,0.0568888888888888,0.32601082457816,1.4586894586894583e-06,8.35925191226051e-06
51959,5,10,NCAR,0.65,100.0%,rf,100%,60000.0,10cls,0.8255,0.8793,0.3083094555873923,0.0537999999999999,39000.0,0.0537999999999999,0.3083094555873923,1.379487179487177e-06,7.905370656086983e-06
51960,6,10,NCAR,0.65,10.0%,rf,100%,60000.0,10cls,0.8215,0.8469,0.1422969187675068,0.0253999999999999,3900.0,0.2539999999999989,1.422969187675068,6.512820512820487e-06,3.648638942756585e-05
51961,6,10,NCAR,0.65,20.0%,rf,100%,60000.0,10cls,0.8215,0.8546,0.1854341736694679,0.0331,7800.0,0.1654999999999999,0.9271708683473396,4.243589743589743e-06,2.3773612008906143e-05
51962,6,10,NCAR,0.65,30.0%,rf,100%,60000.0,10cls,0.8215,0.8615,0.2240896358543419,0.04,11700.0,0.1333333333333333,0.7469654528478064,3.418803418803419e-06,1.915296032943093e-05
51963,6,10,NCAR,0.65,40.0%,rf,100%,60000.0,10cls,0.8215,0.8661,0.2498599439775909,0.0445999999999999,15600.0,0.1114999999999997,0.6246498599439773,2.858974358974352e-06,1.6016663075486594e-05
51964,6,10,NCAR,0.65,50.0%,rf,100%,60000.0,10cls,0.8215,0.8655,0.2464985994397761,0.044,19500.0,0.088,0.4929971988795522,2.256410256410256e-06,1.2640953817424415e-05
51965,6,10,NCAR,0.65,60.0%,rf,100%,60000.0,10cls,0.8215,0.8708,0.2761904761904762,0.0493,23400.0,0.0821666666666666,0.4603174603174603,2.106837606837607e-06,1.1803011803011803e-05
51966,6,10,NCAR,0.65,70.0%,rf,100%,60000.0,10cls,0.8215,0.8726,0.2862745098039218,0.0511,27300.000000000004,0.073,0.4089635854341739,1.8717948717948715e-06,1.0486245780363434e-05
51967,6,10,NCAR,0.65,80.0%,rf,100%,60000.0,10cls,0.8215,0.8768,0.3098039215686275,0.0553,31200.0,0.0691249999999999,0.3872549019607844,1.7724358974358974e-06,9.929612870789343e-06
51968,6,10,NCAR,0.65,90.0%,rf,100%,60000.0,10cls,0.8215,0.8747,0.2980392156862746,0.0532,35100.00000000001,0.0591111111111111,0.3311546840958607,1.5156695156695152e-06,8.491145746047708e-06
51969,6,10,NCAR,0.65,100.0%,rf,100%,60000.0,10cls,0.8215,0.8776,0.3142857142857145,0.0561,39000.0,0.0561,0.3142857142857145,1.4384615384615384e-06,8.058608058608064e-06
51970,7,10,NCAR,0.65,10.0%,rf,100%,60000.0,10cls,0.8196,0.8466,0.1496674057649668,0.027,3900.0,0.2699999999999999,1.4966740576496678,6.923076923076923e-06,3.8376257888453024e-05
51971,7,10,NCAR,0.65,20.0%,rf,100%,60000.0,10cls,0.8196,0.8511,0.174611973392461,0.0314999999999999,7800.0,0.1574999999999995,0.873059866962305,4.038461538461526e-06,2.23861504349309e-05
51972,7,10,NCAR,0.65,30.0%,rf,100%,60000.0,10cls,0.8196,0.8582,0.2139689578713967,0.0385999999999999,11700.0,0.1286666666666663,0.7132298595713223,3.2991452991452903e-06,1.8287945117213396e-05
51973,7,10,NCAR,0.65,40.0%,rf,100%,60000.0,10cls,0.8196,0.8647,0.2500000000000001,0.0451,15600.0,0.11275,0.6250000000000002,2.891025641025641e-06,1.6025641025641032e-05
51974,7,10,NCAR,0.65,50.0%,rf,100%,60000.0,10cls,0.8196,0.8669,0.2621951219512196,0.0473,19500.0,0.0946,0.5243902439024392,2.425641025641026e-06,1.3445903689806132e-05
51975,7,10,NCAR,0.65,60.0%,rf,100%,60000.0,10cls,0.8196,0.8665,0.2599778270509981,0.0469,23400.0,0.0781666666666666,0.4332963784183302,2.004273504273504e-06,1.1110163549187951e-05
51976,7,10,NCAR,0.65,70.0%,rf,100%,60000.0,10cls,0.8196,0.8711,0.2854767184035476,0.0514999999999999,27300.000000000004,0.0735714285714284,0.4078238834336394,1.8864468864468824e-06,1.04570226521446e-05
