Unnamed: 0,trial_order_number,num_of_classes,noise_type(t),noise_ratio(alpha),noise_proportion_corrected(beta),machine_learning_model(f),dataset_size_proprotion(s),dataset_size,classes_info,accuracy_before_correction(acc_0),accuracy_after_correction(acc_beta),"R(beta, 0)","D(beta, 0)",num_of_corrected_noise,"B/C_ratio_D(beta,0)","B/C_ratio_R(beta,0)","B/C_ratio_D(beta,0)_correctedAmount","B/C_ratio_R(beta,0)_correctedAmount"
120999,9,10,NCAR,0.2,100.0%,svc,100%,60000.0,10cls,0.7957,0.8393,0.2134116495349979,0.0436,12000.0,0.0436,0.2134116495349979,3.633333333333333e-06,1.778430412791649e-05
121900,0,10,NCAR,0.25,10.0%,svc,100%,60000.0,10cls,0.7897,0.795,0.0252020922491682,0.0053,1500.0,0.053,0.2520209224916819,3.533333333333333e-06,1.68013948327788e-05
121901,0,10,NCAR,0.25,20.0%,svc,100%,60000.0,10cls,0.7897,0.799,0.0442225392296723,0.0093,3000.0,0.0464999999999999,0.2211126961483615,3.0999999999999995e-06,1.4740846409890768e-05
121902,0,10,NCAR,0.25,30.0%,svc,100%,60000.0,10cls,0.7897,0.8009,0.0532572515454112,0.0111999999999999,4500.0,0.0373333333333329,0.1775241718180373,2.4888888888888666e-06,1.1834944787869156e-05
121903,0,10,NCAR,0.25,40.0%,svc,100%,60000.0,10cls,0.7897,0.8216,0.1516880646695199,0.0319,6000.0,0.0797499999999999,0.3792201616737997,5.316666666666666e-06,2.528134411158665e-05
121904,0,10,NCAR,0.25,50.0%,svc,100%,60000.0,10cls,0.7897,0.8248,0.166904422253923,0.0351,7500.0,0.0702,0.333808844507846,4.68e-06,2.225392296718973e-05
121905,0,10,NCAR,0.25,60.0%,svc,100%,60000.0,10cls,0.7897,0.8262,0.1735615786970997,0.0365,9000.0,0.0608333333333333,0.2892692978284995,4.055555555555555e-06,1.92846198552333e-05
121906,0,10,NCAR,0.25,70.0%,svc,100%,60000.0,10cls,0.7897,0.8288,0.185924869234427,0.0391,10500.000000000002,0.0558571428571428,0.2656069560491814,3.723809523809524e-06,1.770713040327876e-05
121907,0,10,NCAR,0.25,80.0%,svc,100%,60000.0,10cls,0.7897,0.8341,0.2111269614835948,0.0443999999999999,12000.0,0.0554999999999998,0.2639087018544935,3.699999999999992e-06,1.7593913456966235e-05
121908,0,10,NCAR,0.25,90.0%,svc,100%,60000.0,10cls,0.7897,0.8361,0.2206371849738468,0.0464,13500.0,0.0515555555555555,0.2451524277487186,3.437037037037037e-06,1.634349518324791e-05
121909,0,10,NCAR,0.25,100.0%,svc,100%,60000.0,10cls,0.7897,0.8393,0.2358535425582505,0.0496,15000.0,0.0496,0.2358535425582505,3.306666666666666e-06,1.5723569503883368e-05
121910,1,10,NCAR,0.25,10.0%,svc,100%,60000.0,10cls,0.7927,0.7961,0.0164013506994697,0.0034,1500.0,0.0339999999999999,0.164013506994697,2.2666666666666664e-06,1.0934233799646466e-05
121911,1,10,NCAR,0.25,20.0%,svc,100%,60000.0,10cls,0.7927,0.8002,0.0361794500723591,0.0075,3000.0,0.0375,0.1808972503617955,2.5e-06,1.2059816690786366e-05
121912,1,10,NCAR,0.25,30.0%,svc,100%,60000.0,10cls,0.7927,0.8013,0.0414857694163051,0.0086,4500.0,0.0286666666666666,0.1382858980543503,1.9111111111111112e-06,9.219059870290025e-06
121913,1,10,NCAR,0.25,40.0%,svc,100%,60000.0,10cls,0.7927,0.8203,0.133140376266281,0.0276,6000.0,0.0689999999999999,0.3328509406657025,4.6e-06,2.2190062711046834e-05
121914,1,10,NCAR,0.25,50.0%,svc,100%,60000.0,10cls,0.7927,0.8226,0.1442354076218043,0.0299,7500.0,0.0598,0.2884708152436086,3.986666666666667e-06,1.923138768290724e-05
121915,1,10,NCAR,0.25,60.0%,svc,100%,60000.0,10cls,0.7927,0.8281,0.1707670043415339,0.0353999999999999,9000.0,0.0589999999999998,0.2846116739025565,3.933333333333322e-06,1.8974111593503767e-05
121916,1,10,NCAR,0.25,70.0%,svc,100%,60000.0,10cls,0.7927,0.8308,0.1837916063675833,0.0381,10500.000000000002,0.0544285714285714,0.2625594376679761,3.628571428571428e-06,1.7503962511198407e-05
121917,1,10,NCAR,0.25,80.0%,svc,100%,60000.0,10cls,0.7927,0.8359,0.2083936324167873,0.0432,12000.0,0.054,0.2604920405209841,3.6000000000000003e-06,1.7366136034732276e-05
121918,1,10,NCAR,0.25,90.0%,svc,100%,60000.0,10cls,0.7927,0.8374,0.2156295224312593,0.0447,13500.0,0.0496666666666666,0.2395883582569547,3.311111111111111e-06,1.597255721713032e-05
121919,1,10,NCAR,0.25,100.0%,svc,100%,60000.0,10cls,0.7927,0.8403,0.2296189097925715,0.0476,15000.0,0.0476,0.2296189097925715,3.1733333333333336e-06,1.5307927319504765e-05
121920,2,10,NCAR,0.25,10.0%,svc,100%,60000.0,10cls,0.7883,0.7946,0.0297590930562114,0.0062999999999999,1500.0,0.062999999999999,0.297590930562114,4.1999999999999335e-06,1.98393953708076e-05
121921,2,10,NCAR,0.25,20.0%,svc,100%,60000.0,10cls,0.7883,0.7969,0.0406235238545113,0.0086,3000.0,0.043,0.2031176192725564,2.8666666666666666e-06,1.3541174618170432e-05
121922,2,10,NCAR,0.25,30.0%,svc,100%,60000.0,10cls,0.7883,0.8033,0.0708549834671705,0.015,4500.0,0.05,0.2361832782239016,3.3333333333333333e-06,1.5745551881593443e-05
121923,2,10,NCAR,0.25,40.0%,svc,100%,60000.0,10cls,0.7883,0.8202,0.1506849315068495,0.0319,6000.0,0.0797499999999999,0.3767123287671237,5.316666666666666e-06,2.5114155251141584e-05
121924,2,10,NCAR,0.25,50.0%,svc,100%,60000.0,10cls,0.7883,0.8251,0.1738308927727914,0.0367999999999999,7500.0,0.0735999999999998,0.3476617855455828,4.906666666666654e-06,2.317745236970552e-05
121925,2,10,NCAR,0.25,60.0%,svc,100%,60000.0,10cls,0.7883,0.8268,0.1818611242324042,0.0384999999999999,9000.0,0.0641666666666665,0.3031018737206736,4.277777777777767e-06,2.0206791581378244e-05
121926,2,10,NCAR,0.25,70.0%,svc,100%,60000.0,10cls,0.7883,0.8297,0.1955597543693906,0.0413999999999999,10500.000000000002,0.059142857142857,0.2793710776705579,3.942857142857133e-06,1.862473851137053e-05
121927,2,10,NCAR,0.25,80.0%,svc,100%,60000.0,10cls,0.7883,0.8343,0.2172886159659898,0.046,12000.0,0.0574999999999999,0.2716107699574872,3.833333333333334e-06,1.810738466383248e-05
121928,2,10,NCAR,0.25,90.0%,svc,100%,60000.0,10cls,0.7883,0.8385,0.2371280113367974,0.0502,13500.0,0.0557777777777777,0.2634755681519971,3.7185185185185194e-06,1.7565037876799806e-05
121929,2,10,NCAR,0.25,100.0%,svc,100%,60000.0,10cls,0.7883,0.8394,0.2413793103448277,0.0511,15000.0,0.0511,0.2413793103448277,3.4066666666666665e-06,1.6091954022988513e-05
121930,3,10,NCAR,0.25,10.0%,svc,100%,60000.0,10cls,0.7885,0.7948,0.029787234042553,0.0062999999999999,1500.0,0.062999999999999,0.2978723404255299,4.1999999999999335e-06,1.9858156028368667e-05
121931,3,10,NCAR,0.25,20.0%,svc,100%,60000.0,10cls,0.7885,0.797,0.0401891252955085,0.0085,3000.0,0.0425,0.2009456264775425,2.833333333333333e-06,1.3396375098502831e-05
121932,3,10,NCAR,0.25,30.0%,svc,100%,60000.0,10cls,0.7885,0.8042,0.0742316784869978,0.0157,4500.0,0.0523333333333333,0.2474389282899926,3.4888888888888888e-06,1.6495928552666178e-05
121933,3,10,NCAR,0.25,40.0%,svc,100%,60000.0,10cls,0.7885,0.8237,0.1664302600472813,0.0352,6000.0,0.088,0.4160756501182032,5.866666666666667e-06,2.773837667454688e-05
121934,3,10,NCAR,0.25,50.0%,svc,100%,60000.0,10cls,0.7885,0.8236,0.1659574468085107,0.0351,7500.0,0.0702,0.3319148936170214,4.68e-06,2.212765957446809e-05
121935,3,10,NCAR,0.25,60.0%,svc,100%,60000.0,10cls,0.7885,0.8284,0.1886524822695037,0.0399,9000.0,0.0665,0.3144208037825062,4.433333333333333e-06,2.0961386918833745e-05
121936,3,10,NCAR,0.25,70.0%,svc,100%,60000.0,10cls,0.7885,0.8306,0.1990543735224587,0.0421,10500.000000000002,0.0601428571428571,0.2843633907463695,4.009523809523808e-06,1.8957559383091305e-05
121937,3,10,NCAR,0.25,80.0%,svc,100%,60000.0,10cls,0.7885,0.8338,0.2141843971631205,0.0453,12000.0,0.0566249999999999,0.2677304964539005,3.775e-06,1.7848699763593373e-05
121938,3,10,NCAR,0.25,90.0%,svc,100%,60000.0,10cls,0.7885,0.8383,0.2354609929078017,0.0498,13500.0,0.0553333333333333,0.261623325453113,3.688888888888889e-06,1.7441555030207532e-05
121939,3,10,NCAR,0.25,100.0%,svc,100%,60000.0,10cls,0.7885,0.8401,0.2439716312056736,0.0515999999999999,15000.0,0.0515999999999999,0.2439716312056736,3.4399999999999933e-06,1.6264775413711575e-05
121940,4,10,NCAR,0.25,10.0%,svc,100%,60000.0,10cls,0.7933,0.7924,-0.0043541364296081,-0.0009,1500.0,-0.009,-0.0435413642960809,-6e-07,-2.902757619738733e-06
121941,4,10,NCAR,0.25,20.0%,svc,100%,60000.0,10cls,0.7933,0.7988,0.0266086115142716,0.0054999999999999,3000.0,0.0274999999999994,0.1330430575713579,1.8333333333333e-06,8.869537171423866e-06
121942,4,10,NCAR,0.25,30.0%,svc,100%,60000.0,10cls,0.7933,0.802,0.0420899854862121,0.0087,4500.0,0.0289999999999999,0.140299951620707,1.933333333333333e-06,9.353330108047134e-06
121943,4,10,NCAR,0.25,40.0%,svc,100%,60000.0,10cls,0.7933,0.8219,0.1383647798742136,0.0285999999999999,6000.0,0.0714999999999997,0.345911949685534,4.76666666666665e-06,2.306079664570227e-05
121944,4,10,NCAR,0.25,50.0%,svc,100%,60000.0,10cls,0.7933,0.8234,0.1456216739235608,0.0301,7500.0,0.0602,0.2912433478471216,4.013333333333333e-06,1.9416223189808105e-05
121945,4,10,NCAR,0.25,60.0%,svc,100%,60000.0,10cls,0.7933,0.8294,0.1746492501209483,0.0361,9000.0,0.0601666666666666,0.2910820835349139,4.011111111111111e-06,1.9405472235660923e-05
121946,4,10,NCAR,0.25,70.0%,svc,100%,60000.0,10cls,0.7933,0.8316,0.185292694726657,0.0383,10500.000000000002,0.0547142857142857,0.26470384960951,3.647619047619047e-06,1.764692330730066e-05
121947,4,10,NCAR,0.25,80.0%,svc,100%,60000.0,10cls,0.7933,0.8346,0.1998064828253507,0.0413,12000.0,0.051625,0.2497581035316883,3.441666666666667e-06,1.665054023544589e-05
121948,4,10,NCAR,0.25,90.0%,svc,100%,60000.0,10cls,0.7933,0.8367,0.2099661344944363,0.0433999999999999,13500.0,0.0482222222222221,0.2332957049938181,3.214814814814807e-06,1.5553046999587875e-05
121949,4,10,NCAR,0.25,100.0%,svc,100%,60000.0,10cls,0.7933,0.8394,0.2230285437832609,0.0461,15000.0,0.0461,0.2230285437832609,3.0733333333333333e-06,1.4868569585550726e-05
121950,5,10,NCAR,0.25,10.0%,svc,100%,60000.0,10cls,0.788,0.7935,0.0259433962264148,0.0054999999999999,1500.0,0.0549999999999989,0.259433962264148,3.6666666666666e-06,1.7295597484276535e-05
121951,5,10,NCAR,0.25,20.0%,svc,100%,60000.0,10cls,0.788,0.7962,0.0386792452830188,0.0081999999999999,3000.0,0.0409999999999994,0.1933962264150939,2.7333333333333e-06,1.2893081761006263e-05
121952,5,10,NCAR,0.25,30.0%,svc,100%,60000.0,10cls,0.788,0.8028,0.0698113207547166,0.0147999999999999,4500.0,0.049333333333333,0.232704402515722,3.2888888888888665e-06,1.5513626834381468e-05
121953,5,10,NCAR,0.25,40.0%,svc,100%,60000.0,10cls,0.788,0.8218,0.1594339622641506,0.0337999999999999,6000.0,0.0844999999999997,0.3985849056603764,5.633333333333316e-06,2.65723270440251e-05
121954,5,10,NCAR,0.25,50.0%,svc,100%,60000.0,10cls,0.788,0.8241,0.1702830188679246,0.0361,7500.0,0.0722,0.3405660377358492,4.8133333333333336e-06,2.270440251572328e-05
121955,5,10,NCAR,0.25,60.0%,svc,100%,60000.0,10cls,0.788,0.827,0.183962264150943,0.0389999999999999,9000.0,0.0649999999999998,0.306603773584905,4.333333333333323e-06,2.0440251572327e-05
121956,5,10,NCAR,0.25,70.0%,svc,100%,60000.0,10cls,0.788,0.831,0.2028301886792449,0.0429999999999999,10500.000000000002,0.0614285714285712,0.2897574123989213,4.095238095238085e-06,1.931716082659475e-05
121957,5,10,NCAR,0.25,80.0%,svc,100%,60000.0,10cls,0.788,0.8353,0.2231132075471699,0.0473,12000.0,0.059125,0.2788915094339623,3.9416666666666665e-06,1.8592767295597493e-05
121958,5,10,NCAR,0.25,90.0%,svc,100%,60000.0,10cls,0.788,0.8372,0.2320754716981133,0.0492,13500.0,0.0546666666666666,0.2578616352201259,3.6444444444444446e-06,1.7190775681341725e-05
121959,5,10,NCAR,0.25,100.0%,svc,100%,60000.0,10cls,0.788,0.8398,0.2443396226415092,0.0517999999999999,15000.0,0.0517999999999999,0.2443396226415092,3.4533333333333267e-06,1.6289308176100615e-05
121960,6,10,NCAR,0.25,10.0%,svc,100%,60000.0,10cls,0.786,0.7976,0.0542056074766352,0.0115999999999999,1500.0,0.1159999999999989,0.542056074766352,7.733333333333267e-06,3.613707165109013e-05
121961,6,10,NCAR,0.25,20.0%,svc,100%,60000.0,10cls,0.786,0.7992,0.0616822429906541,0.0131999999999999,3000.0,0.0659999999999994,0.3084112149532704,4.399999999999966e-06,2.0560747663551367e-05
121962,6,10,NCAR,0.25,30.0%,svc,100%,60000.0,10cls,0.786,0.8032,0.0803738317757009,0.0171999999999999,4500.0,0.057333333333333,0.2679127725856697,3.8222222222222e-06,1.786085150571131e-05
121963,6,10,NCAR,0.25,40.0%,svc,100%,60000.0,10cls,0.786,0.8214,0.1654205607476635,0.0353999999999999,6000.0,0.0884999999999997,0.4135514018691587,5.899999999999983e-06,2.757009345794392e-05
121964,6,10,NCAR,0.25,50.0%,svc,100%,60000.0,10cls,0.786,0.8232,0.1738317757009346,0.0372,7500.0,0.0744,0.3476635514018692,4.96e-06,2.3177570093457947e-05
121965,6,10,NCAR,0.25,60.0%,svc,100%,60000.0,10cls,0.786,0.8281,0.1967289719626164,0.0420999999999999,9000.0,0.0701666666666665,0.327881619937694,4.677777777777767e-06,2.1858774662512936e-05
121966,6,10,NCAR,0.25,70.0%,svc,100%,60000.0,10cls,0.786,0.8307,0.208878504672897,0.0446999999999999,10500.000000000002,0.0638571428571427,0.2983978638184242,4.257142857142847e-06,1.9893190921228284e-05
121967,6,10,NCAR,0.25,80.0%,svc,100%,60000.0,10cls,0.786,0.835,0.2289719626168221,0.0489999999999999,12000.0,0.0612499999999998,0.2862149532710276,4.0833333333333244e-06,1.908099688473517e-05
121968,6,10,NCAR,0.25,90.0%,svc,100%,60000.0,10cls,0.786,0.8379,0.242523364485981,0.0518999999999999,13500.0,0.0576666666666665,0.2694704049844233,3.844444444444437e-06,1.7964693665628223e-05
121969,6,10,NCAR,0.25,100.0%,svc,100%,60000.0,10cls,0.786,0.8396,0.2504672897196261,0.0535999999999999,15000.0,0.0535999999999999,0.2504672897196261,3.5733333333333264e-06,1.6697819314641742e-05
121970,7,10,NCAR,0.25,10.0%,svc,100%,60000.0,10cls,0.7871,0.7977,0.0497886331611082,0.0105999999999999,1500.0,0.1059999999999989,0.497886331611082,7.066666666666599e-06,3.319242210740547e-05
121971,7,10,NCAR,0.25,20.0%,svc,100%,60000.0,10cls,0.7871,0.799,0.0558947862846407,0.0119,3000.0,0.0595,0.2794739314232035,3.966666666666667e-06,1.863159542821357e-05
121972,7,10,NCAR,0.25,30.0%,svc,100%,60000.0,10cls,0.7871,0.8039,0.0789102865194923,0.0167999999999999,4500.0,0.0559999999999996,0.2630342883983077,3.733333333333311e-06,1.7535619226553846e-05
121973,7,10,NCAR,0.25,40.0%,svc,100%,60000.0,10cls,0.7871,0.8192,0.1507750117426022,0.0321,6000.0,0.0802499999999999,0.3769375293565054,5.35e-06,2.512916862376703e-05
121974,7,10,NCAR,0.25,50.0%,svc,100%,60000.0,10cls,0.7871,0.8254,0.1798966651009864,0.0383,7500.0,0.0766,0.3597933302019728,5.106666666666667e-06,2.3986222013464853e-05
121975,7,10,NCAR,0.25,60.0%,svc,100%,60000.0,10cls,0.7871,0.8265,0.1850634100516674,0.0393999999999999,9000.0,0.0656666666666665,0.308439016752779,4.377777777777767e-06,2.0562601116851934e-05
121976,7,10,NCAR,0.25,70.0%,svc,100%,60000.0,10cls,0.7871,0.8312,0.2071395021136685,0.0441,10500.000000000002,0.063,0.2959135744480978,4.2e-06,1.9727571629873183e-05
121977,7,10,NCAR,0.25,80.0%,svc,100%,60000.0,10cls,0.7871,0.8343,0.2217003287928606,0.0472,12000.0,0.059,0.2771254109910757,3.9333333333333335e-06,1.847502739940505e-05
121978,7,10,NCAR,0.25,90.0%,svc,100%,60000.0,10cls,0.7871,0.8381,0.2395490840770311,0.0509999999999999,13500.0,0.0566666666666665,0.266165648974479,3.7777777777777705e-06,1.77443765982986e-05
121979,7,10,NCAR,0.25,100.0%,svc,100%,60000.0,10cls,0.7871,0.8392,0.2447158290277122,0.0520999999999999,15000.0,0.0520999999999999,0.2447158290277122,3.473333333333327e-06,1.6314388601847478e-05
121980,8,10,NCAR,0.25,10.0%,svc,100%,60000.0,10cls,0.7866,0.7943,0.0360824742268043,0.0077,1500.0,0.077,0.360824742268043,5.133333333333334e-06,2.4054982817869532e-05
121981,8,10,NCAR,0.25,20.0%,svc,100%,60000.0,10cls,0.7866,0.7972,0.0496719775070293,0.0106,3000.0,0.053,0.2483598875351464,3.533333333333333e-06,1.6557325835676434e-05
121982,8,10,NCAR,0.25,30.0%,svc,100%,60000.0,10cls,0.7866,0.8003,0.0641986879100283,0.0137,4500.0,0.0456666666666666,0.2139956263667609,3.0444444444444444e-06,1.42663750911174e-05
121983,8,10,NCAR,0.25,40.0%,svc,100%,60000.0,10cls,0.7866,0.8202,0.1574507966260546,0.0336,6000.0,0.0839999999999999,0.3936269915651365,5.6e-06,2.624179943767577e-05
121984,8,10,NCAR,0.25,50.0%,svc,100%,60000.0,10cls,0.7866,0.8244,0.1771321462043114,0.0378,7500.0,0.0756,0.3542642924086228,5.04e-06,2.3617619493908185e-05
121985,8,10,NCAR,0.25,60.0%,svc,100%,60000.0,10cls,0.7866,0.8287,0.1972820993439551,0.0421,9000.0,0.0701666666666666,0.3288034989065918,4.6777777777777775e-06,2.1920233260439457e-05
121986,8,10,NCAR,0.25,70.0%,svc,100%,60000.0,10cls,0.7866,0.8321,0.2132146204311151,0.0454999999999999,10500.000000000002,0.0649999999999998,0.304592314901593,4.333333333333323e-06,2.0306154326772863e-05
121987,8,10,NCAR,0.25,80.0%,svc,100%,60000.0,10cls,0.7866,0.8329,0.2169634489222118,0.0463,12000.0,0.0578749999999999,0.2712043111527647,3.858333333333333e-06,1.808028741018432e-05
121988,8,10,NCAR,0.25,90.0%,svc,100%,60000.0,10cls,0.7866,0.8362,0.2324273664479854,0.0496,13500.0,0.0551111111111111,0.2582526293866504,3.6740740740740738e-06,1.721684195911003e-05
121989,8,10,NCAR,0.25,100.0%,svc,100%,60000.0,10cls,0.7866,0.84,0.2502343017806935,0.0534,15000.0,0.0534,0.2502343017806935,3.56e-06,1.6682286785379567e-05
121990,9,10,NCAR,0.25,10.0%,svc,100%,60000.0,10cls,0.7896,0.7924,0.0133079847908746,0.0028,1500.0,0.0279999999999999,0.133079847908746,1.8666666666666669e-06,8.871989860583066e-06
121991,9,10,NCAR,0.25,20.0%,svc,100%,60000.0,10cls,0.7896,0.7993,0.0461026615969583,0.0097,3000.0,0.0485,0.2305133079847914,3.233333333333333e-06,1.5367553865652768e-05
121992,9,10,NCAR,0.25,30.0%,svc,100%,60000.0,10cls,0.7896,0.804,0.0684410646387836,0.0144,4500.0,0.048,0.2281368821292786,3.2e-06,1.5209125475285243e-05
121993,9,10,NCAR,0.25,40.0%,svc,100%,60000.0,10cls,0.7896,0.8212,0.1501901140684413,0.0316,6000.0,0.079,0.3754752851711032,5.266666666666667e-06,2.503168567807355e-05
121994,9,10,NCAR,0.25,50.0%,svc,100%,60000.0,10cls,0.7896,0.8236,0.161596958174905,0.034,7500.0,0.068,0.32319391634981,4.533333333333334e-06,2.154626108998733e-05
121995,9,10,NCAR,0.25,60.0%,svc,100%,60000.0,10cls,0.7896,0.8301,0.1924904942965778,0.0404999999999999,9000.0,0.0674999999999998,0.3208174904942963,4.499999999999988e-06,2.1387832699619758e-05
121996,9,10,NCAR,0.25,70.0%,svc,100%,60000.0,10cls,0.7896,0.8296,0.1901140684410648,0.04,10500.000000000002,0.0571428571428571,0.2715915263443783,3.809523809523809e-06,1.810610175629188e-05
121997,9,10,NCAR,0.25,80.0%,svc,100%,60000.0,10cls,0.7896,0.8335,0.2086501901140686,0.0439,12000.0,0.054875,0.2608127376425857,3.6583333333333336e-06,1.738751584283905e-05
121998,9,10,NCAR,0.25,90.0%,svc,100%,60000.0,10cls,0.7896,0.8365,0.2229087452471485,0.0469,13500.0,0.0521111111111111,0.2476763836079427,3.474074074074074e-06,1.6511758907196185e-05
121999,9,10,NCAR,0.25,100.0%,svc,100%,60000.0,10cls,0.7896,0.8397,0.2381178707224336,0.0501,15000.0,0.0501,0.2381178707224336,3.34e-06,1.5874524714828906e-05
122900,0,10,NCAR,0.3,10.0%,svc,100%,60000.0,10cls,0.7445,0.786,0.1624266144814089,0.0414999999999999,1800.0,0.414999999999999,1.624266144814089,2.30555555555555e-05,9.023700804522716e-05
122901,0,10,NCAR,0.3,20.0%,svc,100%,60000.0,10cls,0.7445,0.7928,0.1890410958904106,0.0482999999999999,3600.0,0.2414999999999995,0.9452054794520528,1.341666666666664e-05,5.251141552511406e-05
122902,0,10,NCAR,0.3,30.0%,svc,100%,60000.0,10cls,0.7445,0.7937,0.1925636007827785,0.0491999999999999,5400.0,0.1639999999999996,0.6418786692759284,9.111111111111092e-06,3.5659926070884906e-05
122903,0,10,NCAR,0.3,40.0%,svc,100%,60000.0,10cls,0.7445,0.8018,0.2242661448140896,0.0572999999999999,7200.0,0.1432499999999997,0.560665362035224,7.95833333333332e-06,3.1148075668623555e-05
122904,0,10,NCAR,0.3,50.0%,svc,100%,60000.0,10cls,0.7445,0.8189,0.2911937377690799,0.0743999999999999,9000.0,0.1487999999999998,0.5823874755381598,8.266666666666655e-06,3.235485975211999e-05
122905,0,10,NCAR,0.3,60.0%,svc,100%,60000.0,10cls,0.7445,0.8244,0.3127201565557729,0.0798999999999999,10800.0,0.1331666666666665,0.5212002609262882,7.398148148148139e-06,2.895557005146045e-05
122906,0,10,NCAR,0.3,70.0%,svc,100%,60000.0,10cls,0.7445,0.8311,0.3389432485322893,0.0865999999999999,12600.000000000002,0.1237142857142855,0.4842046407604132,6.873015873015864e-06,2.690025782002296e-05
122907,0,10,NCAR,0.3,80.0%,svc,100%,60000.0,10cls,0.7445,0.8312,0.339334637964775,0.0867,14400.0,0.108375,0.4241682974559687,6.020833333333333e-06,2.356490541422049e-05
122908,0,10,NCAR,0.3,90.0%,svc,100%,60000.0,10cls,0.7445,0.8365,0.360078277886497,0.0919999999999999,16200.000000000002,0.1022222222222221,0.4000869754294411,5.679012345679006e-06,2.2227054190524503e-05
122909,0,10,NCAR,0.3,100.0%,svc,100%,60000.0,10cls,0.7445,0.8388,0.3690802348336593,0.0942999999999999,18000.0,0.0942999999999999,0.3690802348336593,5.2388888888888834e-06,2.050445749075885e-05
122910,1,10,NCAR,0.3,10.0%,svc,100%,60000.0,10cls,0.7208,0.7843,0.2274355300859598,0.0635,1800.0,0.635,2.2743553008595976,3.527777777777778e-05,0.0001263530722699
122911,1,10,NCAR,0.3,20.0%,svc,100%,60000.0,10cls,0.7208,0.797,0.272922636103152,0.0762,3600.0,0.381,1.3646131805157595,2.116666666666667e-05,7.581184336198666e-05
122912,1,10,NCAR,0.3,30.0%,svc,100%,60000.0,10cls,0.7208,0.7982,0.2772206303724929,0.0774,5400.0,0.258,0.9240687679083096,1.4333333333333332e-05,5.133715377268387e-05
122913,1,10,NCAR,0.3,40.0%,svc,100%,60000.0,10cls,0.7208,0.8016,0.2893982808022922,0.0807999999999999,7200.0,0.2019999999999997,0.7234957020057304,1.1222222222222208e-05,4.0194205666985024e-05
122914,1,10,NCAR,0.3,50.0%,svc,100%,60000.0,10cls,0.7208,0.8188,0.3510028653295128,0.0979999999999999,9000.0,0.1959999999999998,0.7020057306590256,1.088888888888888e-05,3.900031836994586e-05
122915,1,10,NCAR,0.3,60.0%,svc,100%,60000.0,10cls,0.7208,0.8261,0.3771489971346703,0.1052999999999999,10800.0,0.1754999999999998,0.6285816618911172,9.74999999999999e-06,3.49212034383954e-05
122916,1,10,NCAR,0.3,70.0%,svc,100%,60000.0,10cls,0.7208,0.8293,0.3886103151862465,0.1085,12600.000000000002,0.1549999999999999,0.5551575931232092,8.61111111111111e-06,3.0842088506844954e-05
122917,1,10,NCAR,0.3,80.0%,svc,100%,60000.0,10cls,0.7208,0.8323,0.399355300859599,0.1115,14400.0,0.139375,0.4991941260744987,7.743055555555556e-06,2.7733007004138823e-05
122918,1,10,NCAR,0.3,90.0%,svc,100%,60000.0,10cls,0.7208,0.838,0.4197707736389683,0.1171999999999999,16200.000000000002,0.1302222222222221,0.4664119707099647,7.234567901234561e-06,2.59117761505536e-05
122919,1,10,NCAR,0.3,100.0%,svc,100%,60000.0,10cls,0.7208,0.8391,0.4237106017191975,0.1182999999999999,18000.0,0.1182999999999999,0.4237106017191975,6.572222222222217e-06,2.353947787328875e-05
122920,2,10,NCAR,0.3,10.0%,svc,100%,60000.0,10cls,0.7403,0.786,0.1759722757027342,0.0457,1800.0,0.4569999999999999,1.7597227570273417,2.5388888888888888e-05,9.776237539040788e-05
122921,2,10,NCAR,0.3,20.0%,svc,100%,60000.0,10cls,0.7403,0.7932,0.2036965729688103,0.0529,3600.0,0.2645,1.0184828648440514,1.4694444444444443e-05,5.658238138022509e-05
122922,2,10,NCAR,0.3,30.0%,svc,100%,60000.0,10cls,0.7403,0.7952,0.2113977666538315,0.0549,5400.0,0.183,0.7046592221794383,1.0166666666666669e-05,3.914773456552435e-05
122923,2,10,NCAR,0.3,40.0%,svc,100%,60000.0,10cls,0.7403,0.8003,0.2310358105506355,0.06,7200.0,0.15,0.5775895263765887,8.333333333333334e-06,3.2088307020921593e-05
122924,2,10,NCAR,0.3,50.0%,svc,100%,60000.0,10cls,0.7403,0.8191,0.3034270311898347,0.0788,9000.0,0.1576,0.6068540623796694,8.755555555555556e-06,3.37141145766483e-05
122925,2,10,NCAR,0.3,60.0%,svc,100%,60000.0,10cls,0.7403,0.8261,0.3303812090874084,0.0857999999999999,10800.0,0.1429999999999998,0.5506353484790141,7.944444444444435e-06,3.059085269327856e-05
122926,2,10,NCAR,0.3,70.0%,svc,100%,60000.0,10cls,0.7403,0.8273,0.3350019252984215,0.087,12600.000000000002,0.1242857142857142,0.4785741789977449,6.904761904761903e-06,2.658745438876361e-05
122927,2,10,NCAR,0.3,80.0%,svc,100%,60000.0,10cls,0.7403,0.833,0.3569503273007315,0.0927,14400.0,0.115875,0.4461879091259144,6.437500000000001e-06,2.478821717366191e-05
122928,2,10,NCAR,0.3,90.0%,svc,100%,60000.0,10cls,0.7403,0.8373,0.3735078937235274,0.097,16200.000000000002,0.1077777777777777,0.4150087708039193,5.987654320987654e-06,2.305604282243996e-05
122929,2,10,NCAR,0.3,100.0%,svc,100%,60000.0,10cls,0.7403,0.8394,0.3815941470927996,0.0991,18000.0,0.0991,0.3815941470927996,5.505555555555556e-06,2.1199674838488867e-05
