,noise_proportion_corrected(beta),noise_ratio(alpha),machine_learning_model(f),mean,std
193,40.0%,0.65,mnb,0.8433925165916667,0.06106713598702206
194,40.0%,0.65,sgd,0.8142269707166666,0.08935819074108432
195,50.0%,0.05,lstm,0.23759296058333337,0.1670144014019277
196,50.0%,0.05,mnb,0.018120491975,0.06812420992929168
197,50.0%,0.05,sgd,0.046650508125000004,0.10411913904381873
198,50.0%,0.1,lstm,0.31424233765,0.10060821799545047
199,50.0%,0.1,mnb,0.020312797483333332,0.06957332789591518
200,50.0%,0.1,sgd,0.03443710833333333,0.15757814024889585
201,50.0%,0.15,lstm,0.3510803615333333,0.09881634409715406
202,50.0%,0.15,mnb,0.041489422341666665,0.09187944232156059
203,50.0%,0.15,sgd,0.08224122216666667,0.14080612196916173
204,50.0%,0.2,lstm,0.37284916000833335,0.09058082022270485
205,50.0%,0.2,mnb,0.06312770450833334,0.08443205240109744
206,50.0%,0.2,sgd,0.13951004752499999,0.13629309211702184
207,50.0%,0.25,lstm,0.39107482251666664,0.06728968013822974
208,50.0%,0.25,mnb,0.151822351375,0.09434243675886336
209,50.0%,0.25,sgd,0.19218742892500001,0.12959127856271405
210,50.0%,0.3,lstm,0.41287762290833335,0.06824383529482209
211,50.0%,0.3,mnb,0.27708254216666667,0.1085978427882717
212,50.0%,0.3,sgd,0.3307293147333334,0.17739839964800583
213,50.0%,0.35,lstm,0.43033713625000003,0.06477707178443355
214,50.0%,0.35,mnb,0.43245998020833326,0.1491510182779242
215,50.0%,0.35,sgd,0.4504768658416667,0.20103412994054667
216,50.0%,0.4,lstm,0.42901904987500006,0.05771784623911339
217,50.0%,0.4,mnb,0.6480852568750001,0.1414907112942234
218,50.0%,0.4,sgd,0.5978348816083333,0.1672997733453944
219,50.0%,0.45,lstm,0.4384913163333334,0.06106253403980913
220,50.0%,0.45,mnb,0.7991434489333333,0.0994064287839393
221,50.0%,0.45,sgd,0.7643963265250001,0.11287289618715199
222,50.0%,0.5,lstm,0.45177950110833337,0.055046087273240646
223,50.0%,0.5,mnb,0.8775647109666667,0.07367119255922573
224,50.0%,0.5,sgd,0.8620701877916667,0.0726531079279678
225,50.0%,0.55,lstm,0.456420372425,0.04720264099892472
226,50.0%,0.55,mnb,0.906934721275,0.05270515372041205
227,50.0%,0.55,sgd,0.8907678638333333,0.05467743798537713
228,50.0%,0.6,lstm,0.4562931344333333,0.0406095106638099
229,50.0%,0.6,mnb,0.9103782696416667,0.0494062172105031
230,50.0%,0.6,sgd,0.8929400419499999,0.047834833721391634
231,50.0%,0.65,lstm,0.45993537791666667,0.04444114645386217
232,50.0%,0.65,mnb,0.9045784969416666,0.04932338234140365
233,50.0%,0.65,sgd,0.8877374771333333,0.05491248780943136
234,60.0%,0.05,lstm,0.2940274063333333,0.1459744180556858
235,60.0%,0.05,mnb,0.021562091133333332,0.07331270786880206
236,60.0%,0.05,sgd,0.061357821375,0.11244964541478479
237,60.0%,0.1,lstm,0.37372363141666665,0.11224809583722462
238,60.0%,0.1,mnb,0.029334628649999996,0.07286377342576544
239,60.0%,0.1,sgd,0.03831982025,0.14280723127729925
240,60.0%,0.15,lstm,0.43526958174166663,0.10968555008117331
241,60.0%,0.15,mnb,0.034848355724999995,0.0922068326335539
242,60.0%,0.15,sgd,0.0865683601,0.1649513205108548
243,60.0%,0.2,lstm,0.4438244761,0.1002539794700608
244,60.0%,0.2,mnb,0.063412425725,0.0949404295157645
245,60.0%,0.2,sgd,0.149436983575,0.1518159719056492
246,60.0%,0.25,lstm,0.46919484698333336,0.08392324818376337
247,60.0%,0.25,mnb,0.1608576884166667,0.09985952860634408
248,60.0%,0.25,sgd,0.21639156169166665,0.13296125798660133
249,60.0%,0.3,lstm,0.4977813904416666,0.0785563418163378
250,60.0%,0.3,mnb,0.28848963262500005,0.10622795193774333
251,60.0%,0.3,sgd,0.3573506234166667,0.17210176303109145
252,60.0%,0.35,lstm,0.5072066224,0.07478396619722621
253,60.0%,0.35,mnb,0.453363961725,0.1455612295722587
254,60.0%,0.35,sgd,0.4766847137333333,0.19644514969485266
255,60.0%,0.4,lstm,0.5225210088083333,0.06168202054836117
256,60.0%,0.4,mnb,0.6621728947083334,0.14006798940312454
257,60.0%,0.4,sgd,0.6186041516416666,0.1722011248188882
258,60.0%,0.45,lstm,0.5280912979666668,0.061580861660708086
259,60.0%,0.45,mnb,0.807499976,0.09820800057479251
260,60.0%,0.45,sgd,0.7817014847166668,0.10988784724750444
261,60.0%,0.5,lstm,0.5334848676333334,0.05803839405097201
262,60.0%,0.5,mnb,0.8857103982666668,0.06818946245334863
263,60.0%,0.5,sgd,0.8757597327583333,0.06756217577076414
264,60.0%,0.55,lstm,0.5422345971,0.05207931621845975
265,60.0%,0.55,mnb,0.9158471999416666,0.05000454059498169
266,60.0%,0.55,sgd,0.9077873069166666,0.04976411735429445
267,60.0%,0.6,lstm,0.5419544995916666,0.04966662815812321
268,60.0%,0.6,mnb,0.9233723765583333,0.04652790562009251
269,60.0%,0.6,sgd,0.9120761669249998,0.04613859011997641
270,60.0%,0.65,lstm,0.551460403725,0.047243364832196225
271,60.0%,0.65,mnb,0.9224273530833333,0.044512386722822574
272,60.0%,0.65,sgd,0.9112427484333333,0.047142111696610756
273,70.0%,0.05,lstm,0.3352312233416666,0.1684023729970649
274,70.0%,0.05,mnb,0.024993096416666662,0.07513595257668136
275,70.0%,0.05,sgd,0.06595803925,0.10507417209115227
276,70.0%,0.1,lstm,0.45538563223333334,0.12642491205419323
277,70.0%,0.1,mnb,0.026951508691666667,0.08897624235345086
278,70.0%,0.1,sgd,0.0581566781,0.14497034653399915
279,70.0%,0.15,lstm,0.5063646476916667,0.1139465974462156
