,noise_proportion_corrected(beta),noise_ratio(alpha),machine_learning_model(f),mean,std
429,60.0%,0.4,svc,0.6876452899644113,0.2811307856551364
430,60.0%,0.45,cnn,0.8292142178119418,0.15250968182935745
431,60.0%,0.45,dt,0.6415665131352235,0.20620361620178582
432,60.0%,0.45,lr,0.7573724910291938,0.21288875113896527
433,60.0%,0.45,rf,0.821676140820174,0.18059283420096933
434,60.0%,0.45,svc,0.7633104549867178,0.22650790753358377
435,60.0%,0.5,cnn,0.857671835872457,0.118333717323284
436,60.0%,0.5,dt,0.7569900422085464,0.18559509438472724
437,60.0%,0.5,lr,0.812023424976025,0.16447406294865033
438,60.0%,0.5,rf,0.8660355935274835,0.13569487979158737
439,60.0%,0.5,svc,0.8198055636338142,0.17666807606410248
440,60.0%,0.55,cnn,0.8718657056995752,0.10364742030997658
441,60.0%,0.55,dt,0.7906479933726193,0.1581686692192237
442,60.0%,0.55,lr,0.8373198308756764,0.13873821739308154
443,60.0%,0.55,rf,0.88456757372143,0.11481320248032284
444,60.0%,0.55,svc,0.8478045132012468,0.14719766812350737
445,60.0%,0.6,cnn,0.8786598430996404,0.09356441605716828
446,60.0%,0.6,dt,0.7998721242630629,0.15199419347361592
447,60.0%,0.6,lr,0.8478731788216496,0.12778458050138988
448,60.0%,0.6,rf,0.8950598039133343,0.1047742003564042
449,60.0%,0.6,svc,0.8591770219174932,0.1372166353935925
450,60.0%,0.65,cnn,0.884160067406046,0.0859214474655059
451,60.0%,0.65,dt,0.812967875529392,0.13757229397708934
452,60.0%,0.65,lr,0.8573356104337627,0.11165205997227191
453,60.0%,0.65,rf,0.9028835125137643,0.09423248619790757
454,60.0%,0.65,svc,0.8716765938891905,0.12269339195518088
455,70.0%,0.05,cnn,0.3061573045973007,0.5311054257901696
456,70.0%,0.05,dt,0.32104526425337404,0.30262469927970426
457,70.0%,0.05,lr,0.22813883867986676,0.4883566435059762
458,70.0%,0.05,rf,0.16628460015997143,0.3366745772403914
459,70.0%,0.05,svc,-0.004340210380019857,0.4620210521135825
460,70.0%,0.1,cnn,0.3872392463453762,0.43433122631243953
461,70.0%,0.1,dt,0.2709990691088587,0.2983032497433481
462,70.0%,0.1,lr,0.34907661068512486,0.33316300783042124
463,70.0%,0.1,rf,0.2614010762840694,0.40312605047924865
464,70.0%,0.1,svc,0.010221583248024002,0.40815826881856654
465,70.0%,0.15,cnn,0.45363461478518713,0.3952309762186341
466,70.0%,0.15,dt,0.3413275992943626,0.28692091414186766
467,70.0%,0.15,lr,0.390817396155957,0.36921091333159567
468,70.0%,0.15,rf,0.3632876678971066,0.43847066190439
469,70.0%,0.15,svc,0.11335210115849748,0.3843824125816719
470,70.0%,0.2,cnn,0.5245352214601371,0.4031447468069863
471,70.0%,0.2,dt,0.3715263833546117,0.289858898012536
472,70.0%,0.2,lr,0.46115834045011983,0.3716092478611552
473,70.0%,0.2,rf,0.42958258402629923,0.44665414827053207
474,70.0%,0.2,svc,0.30581545260128473,0.3088422429903958
475,70.0%,0.25,cnn,0.6286468070395401,0.3055978452671002
476,70.0%,0.25,dt,0.4414645950043864,0.2923436179535036
477,70.0%,0.25,lr,0.52188010085181,0.37330219803539433
478,70.0%,0.25,rf,0.5142266824295868,0.37999023801051257
479,70.0%,0.25,svc,0.4121518489747604,0.2979960256081297
480,70.0%,0.3,cnn,0.6862895362525568,0.2780849219972613
481,70.0%,0.3,dt,0.5262455158480944,0.29935689129488907
482,70.0%,0.3,lr,0.5673473842046821,0.3620220418338147
483,70.0%,0.3,rf,0.6101682349269405,0.37405941309493107
484,70.0%,0.3,svc,0.5032129465974017,0.3098368071820737
485,70.0%,0.35,cnn,0.7551054994818387,0.22370110885821404
486,70.0%,0.35,dt,0.5810104894888417,0.28100872593519055
487,70.0%,0.35,lr,0.646127457492632,0.31502142030144137
488,70.0%,0.35,rf,0.6953769601739456,0.30538130409300906
489,70.0%,0.35,svc,0.5860658700332423,0.2989816835234132
490,70.0%,0.4,cnn,0.8044545278197784,0.1920969894016901
491,70.0%,0.4,dt,0.6271794112972158,0.2646005222377709
492,70.0%,0.4,lr,0.7085737649340133,0.2698845039351302
493,70.0%,0.4,rf,0.7638817075313442,0.24278965109920447
494,70.0%,0.4,svc,0.7005199785111436,0.2780728464173209
495,70.0%,0.45,cnn,0.8475354102445873,0.1448652909975102
496,70.0%,0.45,dt,0.6803771543218919,0.19953271943299505
497,70.0%,0.45,lr,0.7749769511080224,0.2102130583807414
498,70.0%,0.45,rf,0.828503063403694,0.17497371321877678
499,70.0%,0.45,svc,0.774336952899859,0.21852405219229223
500,70.0%,0.5,cnn,0.8777038721491797,0.11326514620503668
501,70.0%,0.5,dt,0.772284740446585,0.18585495968823426
502,70.0%,0.5,lr,0.8258447643056168,0.1639481724658738
503,70.0%,0.5,rf,0.8719608184653957,0.1301947021610823
504,70.0%,0.5,svc,0.8301766315806864,0.16842797904142565
505,70.0%,0.55,cnn,0.8962512452369019,0.0958849614871861
506,70.0%,0.55,dt,0.8107840266684196,0.15442959178904692
507,70.0%,0.55,lr,0.8525709655209115,0.13700453244351246
508,70.0%,0.55,rf,0.8926851639719899,0.10851158952534001
509,70.0%,0.55,svc,0.8562047612411433,0.1409594936664141
510,70.0%,0.6,cnn,0.905377006195784,0.08952611325097913
511,70.0%,0.6,dt,0.8184514155562219,0.1482425959028201
512,70.0%,0.6,lr,0.8652582106199848,0.12648366139930714
513,70.0%,0.6,rf,0.9035977965085836,0.09858958014726298
514,70.0%,0.6,svc,0.8688393137731112,0.13048057585637157
515,70.0%,0.65,cnn,0.912920624205692,0.07827479937213135
516,70.0%,0.65,dt,0.8351069270858371,0.13213318635513552
517,70.0%,0.65,lr,0.8784147332231488,0.10939910633095602
518,70.0%,0.65,rf,0.913604051137242,0.08701969506888654
519,70.0%,0.65,svc,0.8819597082001529,0.11500746669062673
520,80.0%,0.05,cnn,0.36042510730249927,0.44894586089149957
521,80.0%,0.05,dt,0.35747088494248364,0.3302673286952341
522,80.0%,0.05,lr,0.3156847254358023,0.43590043539929557
523,80.0%,0.05,rf,0.20428358816138353,0.3734796152062598
524,80.0%,0.05,svc,-0.07671506218662653,0.5317326605587948
525,80.0%,0.1,cnn,0.4333697398552471,0.4249141163854026
526,80.0%,0.1,dt,0.3280254797552209,0.30300069745601427
527,80.0%,0.1,lr,0.38229531236607805,0.35809527857873097
528,80.0%,0.1,rf,0.2824395762324,0.42003970170132326
529,80.0%,0.1,svc,0.016372888656598816,0.414929243180074
530,80.0%,0.15,cnn,0.5160580489288181,0.35312337355765183
531,80.0%,0.15,dt,0.363132890373718,0.29932790528332076
532,80.0%,0.15,lr,0.4141090084414053,0.3835878848706905
533,80.0%,0.15,rf,0.36418610467695217,0.4229139850769808
534,80.0%,0.15,svc,0.1076514865586802,0.39111626781015474
535,80.0%,0.2,cnn,0.5827491059342051,0.3304704072603541
536,80.0%,0.2,dt,0.4161254132376655,0.2942329931460257
537,80.0%,0.2,lr,0.4937780795899701,0.3874806409734584
538,80.0%,0.2,rf,0.4343294381462569,0.42540605626202077
539,80.0%,0.2,svc,0.3328449209181764,0.3140577435696353
540,80.0%,0.25,cnn,0.6530569208530844,0.3000496078305226
541,80.0%,0.25,dt,0.4835419001632192,0.30208009690688736
542,80.0%,0.25,lr,0.5415537255190073,0.38675729880299486
543,80.0%,0.25,rf,0.5281447045810919,0.3852122062549942
544,80.0%,0.25,svc,0.44039580469546336,0.2983839138745034
545,80.0%,0.3,cnn,0.7046284088144947,0.26874432554739625
546,80.0%,0.3,dt,0.5569885418804041,0.309663441125113
547,80.0%,0.3,lr,0.5851297717191853,0.3638693891888717
548,80.0%,0.3,rf,0.6107519565706714,0.3688714805652735
549,80.0%,0.3,svc,0.5250216509505782,0.31548202109312073
550,80.0%,0.35,cnn,0.7719089016802317,0.21949909990793828
551,80.0%,0.35,dt,0.6159295931289176,0.2770494738311579
552,80.0%,0.35,lr,0.6580626492574277,0.3159294628763717
553,80.0%,0.35,rf,0.6980632547827297,0.303360228903947
554,80.0%,0.35,svc,0.6140056885525105,0.30495770372426
555,80.0%,0.4,cnn,0.8212552157306288,0.18212608855847756
556,80.0%,0.4,dt,0.6549117445321229,0.2644788609782967
557,80.0%,0.4,lr,0.7187550362266221,0.26932830936765145
558,80.0%,0.4,rf,0.7657532413992592,0.24116666350430932
559,80.0%,0.4,svc,0.7095401036121116,0.2735035671968816
560,80.0%,0.45,cnn,0.8642994280346894,0.1383517687364027
561,80.0%,0.45,dt,0.708453620786418,0.20237866390257592
562,80.0%,0.45,lr,0.7837607148076591,0.21007212799676162
563,80.0%,0.45,rf,0.8310095668585589,0.1728932448744138
564,80.0%,0.45,svc,0.7821793577352585,0.21379756258074506
565,80.0%,0.5,cnn,0.8953894163030579,0.10542404904365896
566,80.0%,0.5,dt,0.7931165255589856,0.17803061282064472
567,80.0%,0.5,lr,0.8342581171974658,0.16244004518627883
568,80.0%,0.5,rf,0.874558690292622,0.1276421394320362
569,80.0%,0.5,svc,0.8365457872274205,0.1637029206107575
570,80.0%,0.55,cnn,0.9101300937663955,0.08991133311888562
571,80.0%,0.55,dt,0.825839443045786,0.14865088394873854
572,80.0%,0.55,lr,0.8616569676722612,0.13365606704569635
573,80.0%,0.55,rf,0.895484887159282,0.10568892946038234
574,80.0%,0.55,svc,0.8622858986445154,0.13612472585708044
575,80.0%,0.6,cnn,0.9192449313034807,0.08175609760933623
576,80.0%,0.6,dt,0.8356690793080958,0.14178429402175374
577,80.0%,0.6,lr,0.8747495414724215,0.12278355986828444
578,80.0%,0.6,rf,0.907408399287668,0.09467587528542545
579,80.0%,0.6,svc,0.8762825401072905,0.12434835764680081
580,80.0%,0.65,cnn,0.9274218712020659,0.07080626994064815
581,80.0%,0.65,dt,0.8496121180428439,0.12742639032709138
582,80.0%,0.65,lr,0.8877346056014763,0.10728329670881154
583,80.0%,0.65,rf,0.9174976628726906,0.08332756536211612
584,80.0%,0.65,svc,0.8890646496915113,0.10908325553334072
585,90.0%,0.05,cnn,0.38273342976468,0.4951805810843605
586,90.0%,0.05,dt,0.3863122354221569,0.34149053406319885
587,90.0%,0.05,lr,0.36233786000971757,0.41703251849524026
588,90.0%,0.05,rf,0.194551569017291,0.37154397281200796
589,90.0%,0.05,svc,-0.02971448455678085,0.5338156149242865
590,90.0%,0.1,cnn,0.44650044345844747,0.42503363076147016
591,90.0%,0.1,dt,0.3706730576459817,0.3317793360191545
592,90.0%,0.1,lr,0.42210658638509724,0.3909711263718591
593,90.0%,0.1,rf,0.27345804327840967,0.40870046929879533
594,90.0%,0.1,svc,-0.03896498672694103,0.6189377811573472
595,90.0%,0.15,cnn,0.5489496243213626,0.36332698182019785
596,90.0%,0.15,dt,0.4252265840668584,0.31418177380145385
597,90.0%,0.15,lr,0.45030772907761285,0.3996943837437639
598,90.0%,0.15,rf,0.3792676224305752,0.42772015368659705
599,90.0%,0.15,svc,0.06895994095990243,0.43832423904639556
600,90.0%,0.2,cnn,0.6084117647920853,0.3291495509545815
601,90.0%,0.2,dt,0.4650129456441575,0.3185592492401236
602,90.0%,0.2,lr,0.5083440067005851,0.39992946822712055
603,90.0%,0.2,rf,0.4246940151112973,0.42401924193258134
604,90.0%,0.2,svc,0.35193057043455933,0.3104884540101702
605,90.0%,0.25,cnn,0.6816263032980059,0.2921824681789606
606,90.0%,0.25,dt,0.5352517382691848,0.3104016861925556
607,90.0%,0.25,lr,0.5571597341689088,0.3940287249272408
608,90.0%,0.25,rf,0.5340179583139782,0.38369309002759516
609,90.0%,0.25,svc,0.4351381854819705,0.3053578890541589
610,90.0%,0.3,cnn,0.7294045200313644,0.25720305939903443
611,90.0%,0.3,dt,0.591690757210775,0.31020503300906144
612,90.0%,0.3,lr,0.6007947209703571,0.3682501432520553
613,90.0%,0.3,rf,0.6130605870914957,0.3664301741832386
614,90.0%,0.3,svc,0.5275752165153346,0.30952067568748437
615,90.0%,0.35,cnn,0.7947631225974575,0.2050459880223134
616,90.0%,0.35,dt,0.6431658794596828,0.27946015986018014
617,90.0%,0.35,lr,0.6671101255052383,0.3189905197595288
618,90.0%,0.35,rf,0.7004644337949453,0.3011094359231079
619,90.0%,0.35,svc,0.6212839711490934,0.29901010719695603
620,90.0%,0.4,cnn,0.835469522724533,0.17248831102982204
621,90.0%,0.4,dt,0.6820145103919336,0.2635445300656733
622,90.0%,0.4,lr,0.7266803408266622,0.26877782539162015
623,90.0%,0.4,rf,0.7700086825429807,0.23705236238976696
624,90.0%,0.4,svc,0.717344388669949,0.2697392990785502
625,90.0%,0.45,cnn,0.8762202020472548,0.1299219298385388
626,90.0%,0.45,dt,0.7361430422624474,0.19997614730266877
627,90.0%,0.45,lr,0.7895194784108497,0.20912216105391798
628,90.0%,0.45,rf,0.8327745624302096,0.17127726038547325
629,90.0%,0.45,svc,0.7885654813784626,0.20937750581242917
630,90.0%,0.5,cnn,0.9044865439381471,0.09952472708844963
631,90.0%,0.5,dt,0.8074957396308534,0.17463691038905
632,90.0%,0.5,lr,0.8407377445208322,0.15985220803255526
633,90.0%,0.5,rf,0.8752238349971737,0.12708850384080425
634,90.0%,0.5,svc,0.8406568808757122,0.1604982672111455
635,90.0%,0.55,cnn,0.9192352178108283,0.08335971266340277
636,90.0%,0.55,dt,0.8415240737464558,0.14430612245177393
637,90.0%,0.55,lr,0.8668813983630755,0.1317640751607959
638,90.0%,0.55,rf,0.8968541701294555,0.10438247275943828
639,90.0%,0.55,svc,0.867844509588165,0.13143466242142093
640,90.0%,0.6,cnn,0.9299289831940605,0.07432571136738333
641,90.0%,0.6,dt,0.8499480154227251,0.13659540574126264
642,90.0%,0.6,lr,0.879146156001255,0.12160872945209757
643,90.0%,0.6,rf,0.9094907501116591,0.09276509834340879
644,90.0%,0.6,svc,0.8801046016365337,0.12161644057759621
645,90.0%,0.65,cnn,0.9366858446056785,0.06507627705191334
646,90.0%,0.65,dt,0.86303355634887,0.12275706931901703
647,90.0%,0.65,lr,0.8929133236279929,0.10500601893149795
648,90.0%,0.65,rf,0.9194287954810942,0.08133969465566417
649,90.0%,0.65,svc,0.8938519915198171,0.10493233872059045
