,noise_proportion_corrected(beta),noise_ratio(alpha),machine_learning_model(f),mean,std
109,100.0%,0.45,svc,0.33268,0.08853850282650268
110,100.0%,0.5,cnn,0.24070999999999998,0.1493688984614475
111,100.0%,0.5,dt,0.14443666666666663,0.12638526890188706
112,100.0%,0.5,lr,0.16816999999999996,0.10830486711768456
113,100.0%,0.5,rf,0.15308666666666665,0.11755492548484361
114,100.0%,0.5,svc,0.5295233333333332,0.11196266521612844
115,100.0%,0.55,cnn,0.2836533333333333,0.15370747347575148
116,100.0%,0.55,dt,0.21710999999999991,0.12856429318733342
117,100.0%,0.55,lr,0.21193999999999996,0.12228922077289307
118,100.0%,0.55,rf,0.20282333333333327,0.1329483479772692
119,100.0%,0.55,svc,0.6046933333333332,0.07038891435707625
120,100.0%,0.6,cnn,0.34922,0.16897560607459253
121,100.0%,0.6,dt,0.27096666666666663,0.15246167032910346
122,100.0%,0.6,lr,0.27605333333333326,0.16090993354247488
123,100.0%,0.6,rf,0.2736433333333333,0.17424287188375556
124,100.0%,0.6,svc,0.6483333333333333,0.06309810824714016
125,100.0%,0.65,cnn,0.4035,0.18143547917496258
126,100.0%,0.65,dt,0.3210733333333333,0.16677603799879262
127,100.0%,0.65,lr,0.3380633333333333,0.18911301033551584
128,100.0%,0.65,rf,0.33643999999999996,0.20411225714601608
129,100.0%,0.65,svc,0.6894899999999999,0.04090009990713707
130,20.0%,0.05,cnn,0.00485333333333332,0.007993088968876013
131,20.0%,0.05,dt,0.003309999999999967,0.004409343527649815
132,20.0%,0.05,lr,0.0012866666666666604,0.0014931414080279807
133,20.0%,0.05,rf,0.002163333333333306,0.0026641273829611663
134,20.0%,0.05,svc,0.0015466666666666368,0.0009474951854425249
135,20.0%,0.1,cnn,0.009793333333333295,0.010710772319406318
136,20.0%,0.1,dt,0.004146666666666647,0.00482934516395787
137,20.0%,0.1,lr,0.003459999999999977,0.00373747102399098
138,20.0%,0.1,rf,0.0037766666666666404,0.0047538502241890775
139,20.0%,0.1,svc,0.0034766666666666206,0.0019427466041190603
140,20.0%,0.15,cnn,0.016549999999999954,0.019437357383887487
141,20.0%,0.15,dt,0.006153333333333314,0.0071916011038420016
142,20.0%,0.15,lr,0.005569999999999973,0.0060482627884889785
143,20.0%,0.15,rf,0.006796666666666657,0.009036648880448176
144,20.0%,0.15,svc,0.009436666666666605,0.006259474657549593
145,20.0%,0.2,cnn,0.018009999999999964,0.017630935782077004
146,20.0%,0.2,dt,0.01252999999999998,0.013298383360393838
147,20.0%,0.2,lr,0.01076999999999998,0.012361959168463487
148,20.0%,0.2,rf,0.01057666666666663,0.01364461958715451
149,20.0%,0.2,svc,0.012549999999999952,0.006664923622709554
150,20.0%,0.25,cnn,0.024913333333333267,0.024919259043245386
151,20.0%,0.25,dt,0.020743333333333325,0.025447643117386804
152,20.0%,0.25,lr,0.014426666666666612,0.014318301125707493
153,20.0%,0.25,rf,0.01417666666666663,0.016556063236320917
154,20.0%,0.25,svc,0.01926333333333328,0.017833279299520676
155,20.0%,0.3,cnn,0.03035666666666663,0.02658618624117749
156,20.0%,0.3,dt,0.02638999999999995,0.028967750796478765
157,20.0%,0.3,lr,0.02187333333333326,0.022150580802431753
158,20.0%,0.3,rf,0.02363666666666663,0.028594760592341638
159,20.0%,0.3,svc,0.04566666666666662,0.027337372844203386
160,20.0%,0.35,cnn,0.0435966666666666,0.04059454255263225
161,20.0%,0.35,dt,0.0316766666666666,0.036683536505832046
162,20.0%,0.35,lr,0.03369666666666664,0.032735602082108725
163,20.0%,0.35,rf,0.033683333333333294,0.03935689120163674
164,20.0%,0.35,svc,0.08333999999999996,0.031317601088382156
165,20.0%,0.4,cnn,0.05773999999999998,0.04453550772446478
166,20.0%,0.4,dt,0.047786666666666644,0.053039320049038774
167,20.0%,0.4,lr,0.04631999999999995,0.04088482055389431
168,20.0%,0.4,rf,0.04535333333333329,0.045616313879510505
169,20.0%,0.4,svc,0.12494333333333332,0.043772418361285474
170,20.0%,0.45,cnn,0.06608999999999995,0.04310563088267127
171,20.0%,0.45,dt,0.0563433333333333,0.06525680138067434
172,20.0%,0.45,lr,0.05692999999999994,0.041327073450705416
173,20.0%,0.45,rf,0.058379999999999946,0.04851750768252776
174,20.0%,0.45,svc,0.18782666666666667,0.07893678803794292
175,20.0%,0.5,cnn,0.08991666666666662,0.05414080036689352
176,20.0%,0.5,dt,0.06167666666666663,0.0657920741654229
177,20.0%,0.5,lr,0.08805666666666664,0.05993792584018061
178,20.0%,0.5,rf,0.08626666666666662,0.06238169677039911
179,20.0%,0.5,svc,0.30572,0.08715794778486335
180,20.0%,0.55,cnn,0.11086999999999997,0.0604597452285688
181,20.0%,0.55,dt,0.12310333333333329,0.08000392009073719
182,20.0%,0.55,lr,0.11768666666666663,0.07503583389165533
