,noise_proportion_corrected(beta),noise_ratio(alpha),machine_learning_model(f),mean,std
281,40.0%,0.25,dt,0.045156249999999974,0.05400175246108151
282,40.0%,0.25,lr,0.028249999999999963,0.02166627962886049
283,40.0%,0.25,rf,0.025493670886075917,0.027185900906440737
284,40.0%,0.25,svc,0.014593749999999966,0.011794117964199739
285,40.0%,0.3,cnn,0.07364374999999997,0.05965836668405199
286,40.0%,0.3,dt,0.07466874999999998,0.07021682249966661
287,40.0%,0.3,lr,0.04612499999999996,0.03179400085811847
288,40.0%,0.3,rf,0.04909687499999998,0.04643425381418199
289,40.0%,0.3,svc,0.02703124999999996,0.023755746573892785
290,40.0%,0.35,cnn,0.12799999999999995,0.08755206896398403
291,40.0%,0.35,dt,0.13236874999999998,0.13174023286150105
292,40.0%,0.35,lr,0.09624999999999997,0.06490549491715053
293,40.0%,0.35,rf,0.10738124999999998,0.09419923165138182
294,40.0%,0.35,svc,0.08163437499999997,0.08250339657340054
295,40.0%,0.4,cnn,0.19844062499999998,0.10491304233715228
296,40.0%,0.4,dt,0.17245312499999996,0.14590251329706205
297,40.0%,0.4,lr,0.15870624999999997,0.08346421271095249
298,40.0%,0.4,rf,0.17517187499999998,0.11253170128992275
299,40.0%,0.4,svc,0.15069999999999997,0.10981863550601291
300,40.0%,0.45,cnn,0.2753875,0.0879465416169956
301,40.0%,0.45,dt,0.20516249999999997,0.13896613485025813
302,40.0%,0.45,lr,0.25425312499999997,0.09263336462498425
303,40.0%,0.45,rf,0.278871875,0.0951693004329124
304,40.0%,0.45,svc,0.26593437499999995,0.12389648907816651
305,40.0%,0.5,cnn,0.38095937499999993,0.08206051172465707
306,40.0%,0.5,dt,0.35806875,0.11158290044349828
307,40.0%,0.5,lr,0.383053125,0.10143583337292474
308,40.0%,0.5,rf,0.42041562500000007,0.0901664641857374
309,40.0%,0.5,svc,0.41442187500000005,0.1267674360859609
310,40.0%,0.55,cnn,0.47195937500000007,0.1268862707219348
311,40.0%,0.55,dt,0.48498125,0.19536394747565491
312,40.0%,0.55,lr,0.48805000000000004,0.13382015529158584
313,40.0%,0.55,rf,0.5273843749999999,0.14157816941962026
314,40.0%,0.55,svc,0.5352781249999999,0.1645222715025587
315,40.0%,0.6,cnn,0.541034375,0.15188468111727885
316,40.0%,0.6,dt,0.5135531249999999,0.21522188051359503
317,40.0%,0.6,lr,0.5522375,0.16606854262338971
318,40.0%,0.6,rf,0.60123125,0.18570791707365758
319,40.0%,0.6,svc,0.6191968750000001,0.21446469191506393
320,40.0%,0.65,cnn,0.56955625,0.14774992670453332
321,40.0%,0.65,dt,0.54845625,0.20896084153263061
322,40.0%,0.65,lr,0.5795625,0.15006953053071997
323,40.0%,0.65,rf,0.63118125,0.1768022959338602
324,40.0%,0.65,svc,0.643734375,0.1986739603511731
325,50.0%,0.05,cnn,0.005455974842767275,0.008035597944675722
326,50.0%,0.05,dt,0.009943749999999979,0.010289976117103755
327,50.0%,0.05,lr,0.002181249999999986,0.0028886502582461063
328,50.0%,0.05,rf,0.0005387596899224682,0.003288006379192748
329,50.0%,0.05,svc,0.0026781249999999874,0.003997383922426056
330,50.0%,0.1,cnn,0.0078101265822784665,0.008246328577962547
331,50.0%,0.1,dt,0.010671874999999973,0.01294874351921508
332,50.0%,0.1,lr,0.004193749999999972,0.003386983732619836
