,noise_proportion_corrected(beta),noise_ratio(alpha),machine_learning_model(f),mean,std
325,80.0%,0.25,mnb,0.0855103223,0.017026611936895603
326,80.0%,0.25,sgd,0.1161414651,0.04152472463800123
327,80.0%,0.3,lstm,0.48689921049999996,0.027110125209932515
328,80.0%,0.3,mnb,0.1337743445333333,0.04032147790536173
329,80.0%,0.3,sgd,0.14455266603333333,0.03747358432885904
330,80.0%,0.35,lstm,0.5077957822000001,0.03177666720276273
331,80.0%,0.35,mnb,0.1422294077333333,0.05216393173509338
332,80.0%,0.35,sgd,0.22912153839999996,0.05194066578089024
333,80.0%,0.4,lstm,0.5292462401333334,0.03052803825110436
334,80.0%,0.4,mnb,0.21231824646666667,0.09161742901009302
335,80.0%,0.4,sgd,0.3750404849666667,0.0843659428628269
336,80.0%,0.45,lstm,0.5456795282333334,0.02381228085095369
337,80.0%,0.45,mnb,0.25696901629999996,0.09829024111243877
338,80.0%,0.45,sgd,0.5259249276,0.09284630972499715
339,80.0%,0.5,lstm,0.5590206067666668,0.020346655503291837
340,80.0%,0.5,mnb,0.3787842484666666,0.10699185183510837
341,80.0%,0.5,sgd,0.6263088235333334,0.06791245761920267
342,80.0%,0.55,lstm,0.5752204738333333,0.02027173026690577
343,80.0%,0.55,mnb,0.4829406166,0.15297794975868736
344,80.0%,0.55,sgd,0.6883749327333333,0.06670272756698224
345,80.0%,0.6,lstm,0.5841586588,0.01794115297916955
346,80.0%,0.6,mnb,0.5800496276333333,0.11748411631647869
347,80.0%,0.6,sgd,0.7419589313666667,0.040762179873671193
348,80.0%,0.65,lstm,0.6020378866999999,0.02730654564176815
349,80.0%,0.65,mnb,0.6946543337000001,0.09051210050624267
350,80.0%,0.65,sgd,0.7766832005333334,0.01954398986882705
351,90.0%,0.05,lstm,0.1815164871,0.08213514730964548
352,90.0%,0.05,mnb,0.024619593900000004,0.010040364167126826
353,90.0%,0.05,sgd,0.008670305633333332,0.046026773791001105
354,90.0%,0.1,lstm,0.33140543616666673,0.060637538923698525
355,90.0%,0.1,mnb,0.046230222566666666,0.018858432268547318
356,90.0%,0.1,sgd,0.03525564186666666,0.04030955768024563
357,90.0%,0.15,lstm,0.3987178102333333,0.053859266700531185
358,90.0%,0.15,mnb,0.052143275166666656,0.025806030402411365
359,90.0%,0.15,sgd,0.05546044079999999,0.03676519082064956
360,90.0%,0.2,lstm,0.45160208733333335,0.05067350989529471
361,90.0%,0.2,mnb,0.09787288906666665,0.020761965217959342
362,90.0%,0.2,sgd,0.09221998063333332,0.03628350843759456
363,90.0%,0.25,lstm,0.5162534399333334,0.04285867310856181
364,90.0%,0.25,mnb,0.09202320426666667,0.014714602899027403
365,90.0%,0.25,sgd,0.12080712406666666,0.04739127591381905
366,90.0%,0.3,lstm,0.5543004912999999,0.030690818899999184
367,90.0%,0.3,mnb,0.1429707675,0.042409246728277984
368,90.0%,0.3,sgd,0.1539264467,0.03866514241059929
369,90.0%,0.35,lstm,0.5854395817,0.029669002322991023
370,90.0%,0.35,mnb,0.15191805860000004,0.05155822046923376
371,90.0%,0.35,sgd,0.24379421116666666,0.054059314636700204
372,90.0%,0.4,lstm,0.6043755792333333,0.02409381275058977
373,90.0%,0.4,mnb,0.22427091556666667,0.0879302824361978
374,90.0%,0.4,sgd,0.3878534745666667,0.08889707117571474
375,90.0%,0.45,lstm,0.6175858434333334,0.02397009791074898
376,90.0%,0.45,mnb,0.27324427589999994,0.09462075907561444
377,90.0%,0.45,sgd,0.5383587142666666,0.09141603274126232
378,90.0%,0.5,lstm,0.6358860033,0.03562554508469941
379,90.0%,0.5,mnb,0.3909045607333334,0.10031778580761462
