,noise_proportion_corrected(beta),noise_ratio(alpha),machine_learning_model(f),mean,std
414,60.0%,0.25,svc,0.21215950017782134,0.06904855534440398
415,60.0%,0.3,cnn,0.33591560264012227,0.18969248827222326
416,60.0%,0.3,dt,0.1680152060484677,0.15376704689782109
417,60.0%,0.3,lr,0.18017422638461603,0.13685071739820756
418,60.0%,0.3,rf,0.1958511206415793,0.19152701227384575
419,60.0%,0.3,svc,0.3017502752376799,0.10026929901207604
420,60.0%,0.35,cnn,0.3897380084504884,0.20280416287741684
421,60.0%,0.35,dt,0.20166917202806373,0.16479560239110178
422,60.0%,0.35,lr,0.22816648966116118,0.16036151254425077
423,60.0%,0.35,rf,0.24576924424375549,0.21728949042529125
424,60.0%,0.35,svc,0.41669805223712203,0.08382437817503911
425,60.0%,0.4,cnn,0.44744598406035574,0.1924555760874006
426,60.0%,0.4,dt,0.23335103259457582,0.19237950646033292
427,60.0%,0.4,lr,0.27836789224410724,0.17793527669082249
428,60.0%,0.4,rf,0.29312964021222765,0.2294328964793133
429,60.0%,0.4,svc,0.5345604144873427,0.08481333672961888
