,noise_proportion_corrected(beta),noise_ratio(alpha),noise_type(t),mean,std
347,80.0%,0.6,NNAR,0.6313856427333334,0.06141308386428775
348,80.0%,0.65,NAR,0.7188867561999998,0.09974010694233272
349,80.0%,0.65,NCAR,0.6505284840333333,0.09069761132124109
350,80.0%,0.65,NNAR,0.7039601806999999,0.06533748654260271
351,90.0%,0.05,NAR,0.0812265737,0.0982952787183615
352,90.0%,0.05,NCAR,0.07328447966666667,0.09157581591075588
353,90.0%,0.05,NNAR,0.060295333266666674,0.09779863105769769
354,90.0%,0.1,NAR,0.1173673446,0.14247527419367817
355,90.0%,0.1,NCAR,0.14241579129999998,0.14961112975634946
356,90.0%,0.1,NNAR,0.15310816469999997,0.14354810483538458
357,90.0%,0.15,NAR,0.1553672311,0.18487662731544177
358,90.0%,0.15,NCAR,0.1703607816,0.17144515824821577
359,90.0%,0.15,NNAR,0.18059351350000005,0.15186996837815064
360,90.0%,0.2,NAR,0.2098306371333334,0.17334684466066708
361,90.0%,0.2,NCAR,0.20113477279999997,0.17306014439842785
362,90.0%,0.2,NNAR,0.23072954710000004,0.17757093681069896
363,90.0%,0.25,NAR,0.2404553338,0.19992741465639824
364,90.0%,0.25,NCAR,0.23325191820000002,0.20360889270014554
365,90.0%,0.25,NNAR,0.2553765162666667,0.19717110426370887
366,90.0%,0.3,NAR,0.2835583183333333,0.21239665851522951
367,90.0%,0.3,NCAR,0.2674049863,0.19777147916001964
368,90.0%,0.3,NNAR,0.3002344008666667,0.1819648423806358
369,90.0%,0.35,NAR,0.3478923240666667,0.18268791727473005
370,90.0%,0.35,NCAR,0.3072120966,0.20332913124302215
371,90.0%,0.35,NNAR,0.3260474308000001,0.1971105180676446
372,90.0%,0.4,NAR,0.42061250556666674,0.13184647276628286
373,90.0%,0.4,NCAR,0.3584716614000001,0.2118511314559564
374,90.0%,0.4,NNAR,0.43741580240000005,0.15995817128187434
375,90.0%,0.45,NAR,0.5016385718333333,0.12205225201580211
376,90.0%,0.45,NCAR,0.4304368532,0.21385467242608044
377,90.0%,0.45,NNAR,0.49711340856666664,0.14578480971824562
378,90.0%,0.5,NAR,0.5767793628666668,0.06109726257828658
379,90.0%,0.5,NCAR,0.5113139207,0.18734564050093377
380,90.0%,0.5,NNAR,0.5706654265,0.1199631290944717
381,90.0%,0.55,NAR,0.6610794632,0.061820546444935585
382,90.0%,0.55,NCAR,0.5452232578,0.186346435563096
383,90.0%,0.55,NNAR,0.6254526959666666,0.048410670268656024
384,90.0%,0.6,NAR,0.7157332623666668,0.048082658305161084
385,90.0%,0.6,NCAR,0.6222535267666667,0.13777819548690123
386,90.0%,0.6,NNAR,0.6613699710999998,0.04995018989844512
387,90.0%,0.65,NAR,0.7502547206333332,0.06127437614299346
388,90.0%,0.65,NCAR,0.6807892187333333,0.0838391875355487
389,90.0%,0.65,NNAR,0.7323938859666668,0.03552084882114633
