,noise_proportion_corrected(beta),noise_ratio(alpha),noise_type(t),mean,std
110,40.0%,0.2,NCAR,0.02625555555555555,0.034393731113577915
111,40.0%,0.2,NNAR,0.027105555555555553,0.0302687214743146
112,40.0%,0.25,NCAR,0.032733333333333337,0.03736317309745807
113,40.0%,0.25,NNAR,0.037,0.03755829732993793
114,40.0%,0.3,NCAR,0.047038888888888894,0.045616125234834444
115,40.0%,0.3,NNAR,0.05770555555555556,0.045235905205946364
116,40.0%,0.35,NCAR,0.06240555555555556,0.05006762992921414
117,40.0%,0.35,NNAR,0.08417777777777778,0.04385440048571539
118,40.0%,0.4,NCAR,0.0927222222222222,0.045647306584135884
119,40.0%,0.4,NNAR,0.16251111111111113,0.06473275434269775
120,40.0%,0.45,NCAR,0.16387222222222222,0.032953332594934194
121,40.0%,0.45,NNAR,0.2811555555555556,0.09989020912771131
122,40.0%,0.5,NCAR,0.34750555555555557,0.12346150406391117
123,40.0%,0.5,NNAR,0.41894444444444445,0.19241870436678557
124,40.0%,0.55,NCAR,0.5185277777777778,0.23411982871203257
125,40.0%,0.55,NNAR,0.5259888888888888,0.23219763756897546
126,40.0%,0.6,NCAR,0.5742444444444444,0.26498895565100083
127,40.0%,0.6,NNAR,0.5648166666666667,0.25435800387264834
128,40.0%,0.65,NCAR,0.593038888888889,0.26591978804657657
129,40.0%,0.65,NNAR,0.5633611111111112,0.24248339835791946
130,50.0%,0.05,NCAR,0.008505555555555554,0.012361183262331363
131,50.0%,0.05,NNAR,0.00896111111111111,0.015148193058859503
132,50.0%,0.1,NCAR,0.0156,0.022504276440280382
133,50.0%,0.1,NNAR,0.015950000000000002,0.020704700839942324
134,50.0%,0.15,NCAR,0.02385,0.03252922622287868
135,50.0%,0.15,NNAR,0.025794444444444443,0.031809611214402185
136,50.0%,0.2,NCAR,0.033427777777777785,0.04385756918620101
137,50.0%,0.2,NNAR,0.032905555555555556,0.037128298957648416
138,50.0%,0.25,NCAR,0.04147777777777778,0.047151894759295536
139,50.0%,0.25,NNAR,0.04504444444444445,0.047218950629724026
140,50.0%,0.3,NCAR,0.05772777777777778,0.05631910583616343
141,50.0%,0.3,NNAR,0.06668333333333333,0.05433112578486
142,50.0%,0.35,NCAR,0.0734611111111111,0.06173156557793322
143,50.0%,0.35,NNAR,0.09826666666666668,0.056052907967563216
144,50.0%,0.4,NCAR,0.1073888888888889,0.05871695089819363
145,50.0%,0.4,NNAR,0.17746111111111113,0.06764798500955892
146,50.0%,0.45,NCAR,0.18137777777777775,0.03574086679530801
147,50.0%,0.45,NNAR,0.3017888888888889,0.08904251629561993
148,50.0%,0.5,NCAR,0.3696111111111111,0.10575329089475838
149,50.0%,0.5,NNAR,0.4414833333333334,0.18098993690967968
150,50.0%,0.55,NCAR,0.5443555555555556,0.21943962716192209
151,50.0%,0.55,NNAR,0.5610222222222223,0.22104078229226146
152,50.0%,0.6,NCAR,0.6069444444444444,0.2515697915585838
153,50.0%,0.6,NNAR,0.6145722222222222,0.2462467997252399
154,50.0%,0.65,NCAR,0.6430166666666667,0.25614663823546385
155,50.0%,0.65,NNAR,0.6335666666666667,0.2449372990112518
156,60.0%,0.05,NCAR,0.010261111111111111,0.013330505985145036
157,60.0%,0.05,NNAR,0.011083333333333334,0.017079791384645677
158,60.0%,0.1,NCAR,0.01855,0.026154520422815748
159,60.0%,0.1,NNAR,0.018972222222222224,0.02455922736295719
160,60.0%,0.15,NCAR,0.0292,0.03919517129078486
161,60.0%,0.15,NNAR,0.0308,0.03891753206044774
162,60.0%,0.2,NCAR,0.03792222222222222,0.04941122116642176
163,60.0%,0.2,NNAR,0.039705555555555556,0.04574335708675883
164,60.0%,0.25,NCAR,0.049055555555555554,0.05697825932759339
165,60.0%,0.25,NNAR,0.05292222222222222,0.05718112509963265
166,60.0%,0.3,NCAR,0.06841111111111112,0.06961368170354719
167,60.0%,0.3,NNAR,0.07669444444444444,0.06479465606820439
168,60.0%,0.35,NCAR,0.0847111111111111,0.07406236907313332
169,60.0%,0.35,NNAR,0.1094,0.06642790017596303
170,60.0%,0.4,NCAR,0.12240000000000002,0.07630983594172193
171,60.0%,0.4,NNAR,0.19333333333333336,0.07149067212663006
172,60.0%,0.45,NCAR,0.1967388888888889,0.04607358262082852
173,60.0%,0.45,NNAR,0.3199,0.0760277147349651
174,60.0%,0.5,NCAR,0.38472222222222224,0.09077500305365835
175,60.0%,0.5,NNAR,0.46186666666666665,0.16534110331955382
176,60.0%,0.55,NCAR,0.5651444444444444,0.2022744725848177
177,60.0%,0.55,NNAR,0.5858,0.20355574916164806
178,60.0%,0.6,NCAR,0.6305888888888889,0.2346925669746955
179,60.0%,0.6,NNAR,0.6434000000000001,0.22903647095590032
180,60.0%,0.65,NCAR,0.6703888888888888,0.23504841742728536
181,60.0%,0.65,NNAR,0.6702277777777778,0.22734070684645888
182,70.0%,0.05,NCAR,0.012211111111111114,0.015306546921066267
