,noise_proportion_corrected(beta),noise_ratio(alpha),noise_type(t),mean,std
308,70.0%,0.6,NNAR,0.45480999999999994,0.05838645792808257
309,70.0%,0.65,NAR,0.475704,0.09936570664541595
310,70.0%,0.65,NCAR,0.20080999999999996,0.246049900571873
311,70.0%,0.65,NNAR,0.507714,0.06166480493236754
312,80.0%,0.05,NAR,0.003529999999999964,0.0024322031668629054
313,80.0%,0.05,NCAR,0.0034079999999999653,0.003022624889808469
314,80.0%,0.05,NNAR,0.015427999999999956,0.009069100713692735
315,80.0%,0.1,NAR,0.0062059999999999615,0.0046944348293854144
316,80.0%,0.1,NCAR,0.008323999999999963,0.003953585817498662
317,80.0%,0.1,NNAR,0.025101999999999947,0.018512957293612006
318,80.0%,0.15,NAR,0.015063999999999944,0.008872630698400786
319,80.0%,0.15,NCAR,0.008307999999999956,0.004640541840284247
320,80.0%,0.15,NNAR,0.04317799999999996,0.03149506142044418
321,80.0%,0.2,NAR,0.018611999999999948,0.009957248206042404
322,80.0%,0.2,NCAR,0.014557999999999951,0.012155927251630732
323,80.0%,0.2,NNAR,0.06581199999999995,0.035262130001531375
324,80.0%,0.25,NAR,0.025047999999999956,0.0110715896762472
325,80.0%,0.25,NCAR,0.017457999999999953,0.014897049290078245
326,80.0%,0.25,NNAR,0.09287399999999996,0.037593664305549765
327,80.0%,0.3,NAR,0.031551999999999955,0.014344340276191985
328,80.0%,0.3,NCAR,0.03164199999999995,0.034145774471897906
329,80.0%,0.3,NNAR,0.13685399999999998,0.034271164829569344
330,80.0%,0.35,NAR,0.05357999999999997,0.032884224863875974
331,80.0%,0.35,NCAR,0.04300199999999995,0.049375183760960034
332,80.0%,0.35,NNAR,0.1871059999999999,0.04478972372118864
333,80.0%,0.4,NAR,0.07931999999999997,0.0495923010812224
334,80.0%,0.4,NCAR,0.07344999999999996,0.10397412207479556
335,80.0%,0.4,NNAR,0.24263199999999993,0.051572217801638044
336,80.0%,0.45,NAR,0.11695399999999995,0.06805166767588719
337,80.0%,0.45,NCAR,0.10525999999999996,0.16514152495755308
338,80.0%,0.45,NNAR,0.26809599999999995,0.04893847849648598
339,80.0%,0.5,NAR,0.19646999999999995,0.13320529383670324
340,80.0%,0.5,NCAR,0.16233599999999998,0.25588965555568705
341,80.0%,0.5,NNAR,0.350862,0.06604862429626049
342,80.0%,0.55,NAR,0.311654,0.13037543935786028
